muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma
1,0.04,-1237929,-1465.63338947814,nan,-,-,-,-,-
2,0.08,-1222890,-1672.5082395564477,nan,-,-,-,-,-
3,0.12,-1216512,-1864.7074150115695,nan,-,-,-,-,-
4,0.16,-1214071,-1818.1528898297347,nan,-,-,-,-,-
5,0.2,-1219007,-1190.3306567188533,nan,-,-,-,-,-
6,0.24,-1223559,-345.5629328575078,nan,-,-,-,-,-
7,0.28,-1226364,427.4744488611623,nan,-,-,-,-,-
8,0.32,-1226415,996.9994889651334,nan,-,-,-,-,-
9,0.36,-1225368,1511.8274713231722,nan,-,-,-,-,-
10,0.4,-1229736,2292.733442712285,nan,-,-,-,-,-
11,0.44,-1231671,2950.3414614995772,nan,-,-,-,-,-
12,0.48,-1234520,3109.9475786533258,nan,-,-,-,-,-
13,0.52,-1235468,2211.8613596911555,nan,-,-,-,-,-
14,0.56,-1237298,493.1133539489156,nan,-,-,-,-,-
15,0.6,-1238777,-1221.7020309642946,nan,-,-,-,-,-
16,0.64,-1238316,-2112.3861933306707,nan,-,-,-,-,-
17,0.68,-1239644,-1933.6582845489925,nan,-,-,-,-,-
18,0.72,-1238223,-1422.9547285818517,nan,-,-,-,-,-
19,0.76,-1233563,-1230.4602216339645,nan,-,-,-,-,-
20,0.8,-1217921,-1720.7544406470624,nan,-,-,-,-,-
21,0.84,-1213949,-1829.604437273436,nan,-,-,-,-,-
22,0.88,-1216287,-1422.3494104576785,nan,-,-,-,-,-
23,0.92,-1221731,-629.752975521146,nan,-,-,-,-,-
24,0.96,-1226557,197.97609665773052,nan,-,-,-,-,-
25,1.0,-1225808,742.4494370782741,nan,-,-,-,-,-
26,1.04,-1227461,1269.2733282048666,nan,-,-,-,-,-
27,1.08,-1230533,1860.0178854534824,nan,-,-,-,-,-
28,1.12,-1234615,2551.407560149354,nan,-,-,-,-,-
29,1.16,-1236950,3013.5801560445752,nan,-,-,-,-,-
30,1.2,-1237766,2714.112576821167,nan,-,-,-,-,-
31,1.24,-1237761,1345.6395240270908,nan,-,-,-,-,-
32,1.28,-1239714,-535.4799856573361,nan,-,-,-,-,-
33,1.32,-1238682,-2045.9126394717416,nan,-,-,-,-,-
34,1.36,-1238284,-2424.3874081035888,nan,-,-,-,-,-
35,1.4,-1233218,-2140.5964740071468,nan,-,-,-,-,-
36,1.44,-1217171,-2129.6892399675526,nan,-,-,-,-,-
37,1.48,-1215027,-1926.2110546012536,nan,-,-,-,-,-
38,1.52,-1215810,-1643.832875468831,nan,-,-,-,-,-
39,1.56,-1221837,-900.3090296027176,nan,-,-,-,-,-
40,1.6,-1224964,-7.827130058220064,nan,-,-,-,-,-
41,1.64,-1226187,770.4344383534262,nan,-,-,-,-,-
42,1.68,-1225589,1290.176487948238,nan,-,-,-,-,-
43,1.72,-1228606,1855.0262631830137,nan,-,-,-,-,-
44,1.76,-1230786,2457.6477785022053,nan,-,-,-,-,-
45,1.8,-1233315,2921.45667454682,nan,-,-,-,-,-
46,1.84,-1235108,2666.9630949184093,nan,-,-,-,-,-
47,1.88,-1237100,1407.9881590398372,nan,-,-,-,-,-
48,1.92,-1238595,-405.7119691606317,nan,-,-,-,-,-
49,1.96,-1239252,-1786.8824587649417,nan,-,-,-,-,-
50,2.0,-1240338,-2099.840624758463,nan,-,-,-,-,-
51,2.04,-1238482,-1742.6035853599765,nan,-,-,-,-,-
