muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
190,7.6,-1327604,62.317357461438405,nan,-,-,-,-,-
191,7.64,-1331424,-1792.4475546989079,nan,-,-,-,-,-
192,7.68,-1334867,-2068.18588786587,nan,-,-,-,-,-
193,7.72,-1338217,-1640.7345924438846,nan,-,-,-,-,-
194,7.76,-1341847,-1357.3774511765541,nan,-,-,-,-,-
195,7.8,-1345729,-1407.911864618097,nan,-,-,-,-,-
196,7.84,-1349964,-1620.9049749944859,nan,-,-,-,-,-
197,7.88,-1320557,-2869.462317956546,nan,-,-,-,-,-
198,7.92,-1300787,-3539.5838775515804,nan,-,-,-,-,-
199,7.96,-1305784,-2998.056548891025,nan,-,-,-,-,-
200,8.0,-1312009,-2042.770147154367,nan,-,-,-,-,-
201,8.04,-1313260,-1059.610220019979,nan,-,-,-,-,-
202,8.08,-1317409,-6.665069042483083,nan,-,-,-,-,-
203,8.12,-1315921,757.5257602601605,nan,-,-,-,-,-
204,8.16,-1315605,1632.546426977613,nan,-,-,-,-,-
205,8.2,-1318517,3022.883209568339,nan,-,-,-,-,-
206,8.24,-1322590,4791.939508471176,nan,-,-,-,-,-
207,8.28,-1327029,5911.25139954919,nan,-,-,-,-,-
208,8.32,-1331902,5067.266892512671,nan,-,-,-,-,-
209,8.36,-1336222,2230.6412928711343,nan,-,-,-,-,-
210,8.4,-1340098,-812.9473579186679,nan,-,-,-,-,-
211,8.44,-1342924,-2290.474340214193,nan,-,-,-,-,-
212,8.48,-1346067,-2090.3449580842735,nan,-,-,-,-,-
213,8.52,-1349573,-1425.8560419691391,nan,-,-,-,-,-
214,8.56,-1330127,-1988.1001140408353,nan,-,-,-,-,-
215,8.6,-1306093,-3172.2693857235754,nan,-,-,-,-,-
216,8.64,-1306942,-3481.7051190854727,nan,-,-,-,-,-
217,8.68,-1313654,-3090.5197816443224,nan,-,-,-,-,-
218,8.72,-1317340,-2253.251018377683,nan,-,-,-,-,-
219,8.76,-1319221,-1181.5279573548742,nan,-,-,-,-,-
220,8.8,-1322801,-14.02032035916909,nan,-,-,-,-,-
221,8.84,-1322210,1038.946518271675,nan,-,-,-,-,-
222,8.88,-1320859,2292.9919436802693,nan,-,-,-,-,-
223,8.92,-1323317,3915.6419123158985,nan,-,-,-,-,-
224,8.96,-1328097,5153.695380446393,nan,-,-,-,-,-
226,9.04,-1338960,2507.9220897444393,nan,-,-,-,-,-
227,9.08,-1344602,-343.66592148876134,nan,-,-,-,-,-
228,9.12,-1348987,-2035.0028207766482,nan,-,-,-,-,-
229,9.16,-1352661,-2077.7814756251178,nan,-,-,-,-,-
230,9.2,-1356059,-1354.6787840372353,nan,-,-,-,-,-
231,9.24,-1359719,-854.0327405854364,nan,-,-,-,-,-
232,9.28,-1350457,-1333.3025855524538,nan,-,-,-,-,-
233,9.32,-1310766,-3124.066596454315,nan,-,-,-,-,-
234,9.36,-1307681,-3630.6123738452334,nan,-,-,-,-,-
235,9.4,-1313236,-3366.4796860881434,nan,-,-,-,-,-
236,9.44,-1314909,-2622.702095842625,nan,-,-,-,-,-
237,9.48,-1315796,-1478.469098079122,nan,-,-,-,-,-
238,9.52,-1318792,-129.75741384330559,nan,-,-,-,-,-
239,9.56,-1318741,1136.6729656773896,nan,-,-,-,-,-
240,9.6,-1319054,2611.261518011027,nan,-,-,-,-,-
241,9.64,-1322216,4538.113906364508,nan,-,-,-,-,-
242,9.68,-1327133,6333.737781077305,nan,-,-,-,-,-
243,9.72,-1332099,6587.464954284744,nan,-,-,-,-,-
