muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
200,8.0,-1207679,2419.230320072218,58,-,-,-,-,-
201,8.04,-1210661,2983.2688612931024,58,-,-,-,-,-
202,8.08,-1212513,2733.61937383012,58,-,-,-,-,-
203,8.12,-1214499,1397.379557437539,58,-,-,-,-,-
204,8.16,-1213611,-533.8012673042662,58,-,-,-,-,-
205,8.2,-1214110,-1822.7559395189796,58,-,-,-,-,-
206,8.24,-1211896,-2079.072660426708,58,-,-,-,-,-
207,8.28,-1196307,-2102.1571737414233,58,-,-,-,-,-
208,8.32,-1190184,-1877.3753535856686,58,-,-,-,-,-
209,8.36,-1192435,-1637.0080825587556,58,-,-,-,-,-
210,8.4,-1196698,-1306.139752990902,58,-,-,-,-,-
211,8.44,-1201070,-714.6295171244528,58,-,-,-,-,-
212,8.48,-1202270,-21.292307596612773,58,-,-,-,-,-
213,8.52,-1200384,615.6998655278321,58,-,-,-,-,-
214,8.56,-1203662,1398.4050654207076,58,-,-,-,-,-
215,8.6,-1207097,2181.195431017518,58,-,-,-,-,-
216,8.64,-1209749,2797.6732752904427,58,-,-,-,-,-
217,8.68,-1210781,2776.5065461886197,58,-,-,-,-,-
218,8.72,-1212568,1783.1744364378496,58,-,-,-,-,-
219,8.76,-1212967,18.737252712496456,58,-,-,-,-,-
220,8.8,-1214463,-1469.4883028996499,58,-,-,-,-,-
221,8.84,-1213973,-2009.2810391216542,58,-,-,-,-,-
222,8.88,-1213475,-1680.8948739669522,58,-,-,-,-,-
223,8.92,-1208852,-1346.4615849341635,58,-,-,-,-,-
224,8.96,-1194003,-1661.7990177829342,58,-,-,-,-,-
225,9.0,-1190189,-1777.9373094621787,57,57.333333333333336,-,-,-,-
226,9.04,-1196366,-1334.275225562892,57,-,-,-,-,-
227,9.08,-1201377,-590.6927033004267,57,-,-,-,-,-
228,9.12,-1201597,102.9722572734363,57,-,-,-,-,-
229,9.16,-1200479,626.8731537752665,57,-,-,-,-,-
230,9.2,-1203508,1152.2953855939259,57,-,-,-,-,-
231,9.24,-1205983,1681.2696112806934,57,-,-,-,-,-
232,9.28,-1208882,2310.247185866312,57,-,-,-,-,-
233,9.32,-1211329,2745.4651840420847,57,-,-,-,-,-
234,9.36,-1213652,2458.2344307427866,57,-,-,-,-,-
235,9.4,-1214625,1147.0330908818805,57,-,-,-,-,-
236,9.44,-1213783,-638.974914975146,57,-,-,-,-,-
237,9.48,-1214349,-1765.3174262859554,57,-,-,-,-,-
238,9.52,-1208506,-2041.5169989909118,57,-,-,-,-,-
239,9.56,-1194080,-2049.8784148064933,57,-,-,-,-,-
240,9.6,-1189531,-1878.0479863800665,57,-,-,-,-,-
241,9.64,-1192106,-1701.4240997267198,57,-,-,-,-,-
242,9.68,-1194980,-1392.277825499297,57,-,-,-,-,-
243,9.72,-1200507,-670.1482404170047,57,-,-,-,-,-
244,9.76,-1201903,128.5569439151186,57,-,-,-,-,-
245,9.8,-1200231,839.3952361517927,57,-,-,-,-,-
