muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
43,0.86,-1699527,-1817.3835167012605,nan,-,-,-,-
44,0.88,-1687443,-2970.313125548004,nan,-,-,-,-
45,0.9,-1677477,-3870.878274276958,nan,-,-,-,-
46,0.92,-1672480,-4191.193590403047,nan,-,-,-,-
47,0.94,-1670249,-3999.265255877737,nan,-,-,-,-
48,0.96,-1669851,-3287.4243026751865,nan,-,-,-,-
49,0.98,-1669825,-2131.692938784343,nan,-,-,-,-
50,1.0,-1673204,-340.0389367533271,nan,-,-,-,-
51,1.02,-1674003,1486.625475882187,nan,-,-,-,-
52,1.04,-1677390,3500.5845097399874,nan,-,-,-,-
53,1.06,-1677907,4979.480526392761,nan,-,-,-,-
54,1.08,-1677514,5790.147235034161,nan,-,-,-,-
55,1.1,-1676855,5814.947182008358,nan,-,-,-,-
56,1.12,-1678603,5269.708144713763,nan,-,-,-,-
57,1.14,-1680254,4149.648360382809,nan,-,-,-,-
58,1.16,-1681509,2728.605482259897,nan,-,-,-,-
59,1.18,-1684254,1454.7697348896027,nan,-,-,-,-
60,1.2,-1683747,191.27847546170779,nan,-,-,-,-
61,1.22,-1686454,-462.77262308951777,nan,-,-,-,-
62,1.24,-1687416,-903.602721189839,nan,-,-,-,-
63,1.26,-1689591,-1006.2970562993823,nan,-,-,-,-
64,1.28,-1690798,-1069.1697190602954,nan,-,-,-,-
65,1.3,-1693611,-1007.4578459431259,nan,-,-,-,-
66,1.32,-1695745,-1058.7586838778898,nan,-,-,-,-
67,1.34,-1694362,-1443.6973656537916,nan,-,-,-,-
68,1.36,-1686498,-2339.0070500804345,nan,-,-,-,-
69,1.38,-1673539,-3550.0247810349774,nan,-,-,-,-
70,1.4,-1667645,-4046.6563599676156,nan,-,-,-,-
71,1.42,-1662939,-4191.3390273475525,nan,-,-,-,-
72,1.44,-1662938,-3647.420548359536,nan,-,-,-,-
73,1.46,-1662441,-2771.812397161815,nan,-,-,-,-
74,1.48,-1664711,-1322.054016932214,nan,-,-,-,-
75,1.5,-1668116,491.4527760937308,nan,-,-,-,-
76,1.52,-1669454,2244.585037145309,nan,-,-,-,-
77,1.54,-1671554,3894.2866168632654,nan,-,-,-,-
78,1.56,-1668638,4714.652539826303,nan,-,-,-,-
79,1.58,-1669829,5181.108241168509,nan,-,-,-,-
80,1.6,-1669208,4763.417038561156,nan,-,-,-,-
81,1.62,-1671896,3959.563139717009,nan,-,-,-,-
82,1.64,-1674097,2734.1953534211743,nan,-,-,-,-
83,1.66,-1675004,1337.9583070872122,nan,-,-,-,-
84,1.68,-1676988,220.81742935088823,nan,-,-,-,-
85,1.7,-1677150,-685.6957577422763,nan,-,-,-,-
86,1.72,-1679605,-1049.0803423834695,nan,-,-,-,-
87,1.74,-1679429,-1335.374302976953,nan,-,-,-,-
88,1.76,-1682595,-1227.1470176914218,nan,-,-,-,-
89,1.78,-1684406,-1212.4439137492,nan,-,-,-,-
90,1.8,-1686327,-1252.6880482119368,nan,-,-,-,-
91,1.82,-1685292,-1585.983740107321,nan,-,-,-,-
92,1.84,-1674614,-2665.713452005847,nan,-,-,-,-
93,1.86,-1663249,-3707.618800236429,nan,-,-,-,-
94,1.88,-1651590,-4573.148088508671,nan,-,-,-,-
95,1.9,-1647867,-4538.251640164388,nan,-,-,-,-
96,1.92,-1643025,-4221.64762566116,nan,-,-,-,-
97,1.94,-1642183,-3181.5129301203524,nan,-,-,-,-
98,1.96,-1641180,-1730.0899629108462,nan,-,-,-,-
99,1.98,-1643719,341.13717767898925,nan,-,-,-,-
100,2.0,-1645634,2531.8340544067005,nan,-,-,-,-
101,2.02,-1646416,4521.049174387951,nan,-,-,-,-
102,2.04,-1647421,6084.187074232939,nan,-,-,-,-
103,2.06,-1644166,6598.555356607075,nan,-,-,-,-
104,2.08,-1646653,6695.279523597861,nan,-,-,-,-
105,2.1,-1644867,5670.446478879127,nan,-,-,-,-
106,2.12,-1647648,4438.141863274035,nan,-,-,-,-
107,2.14,-1647358,2741.8282510328354,nan,-,-,-,-
108,2.16,-1650827,1415.438738690309,nan,-,-,-,-
109,2.18,-1651647,184.84419496066585,nan,-,-,-,-
110,2.2,-1653354,-592.9710379239241,nan,-,-,-,-
111,2.22,-1653138,-1165.8748318914095,nan,-,-,-,-
112,2.24,-1657465,-1155.9227460039983,nan,-,-,-,-
113,2.26,-1658882,-1279.1357427157982,nan,-,-,-,-
114,2.28,-1661716,-1321.5460582052474,nan,-,-,-,-
115,2.3,-1655170,-2155.3500012956715,nan,-,-,-,-
116,2.32,-1643145,-3439.6143498352576,nan,-,-,-,-
117,2.34,-1630720,-4671.474512932071,nan,-,-,-,-
118,2.36,-1623101,-5311.392168772585,nan,-,-,-,-
119,2.38,-1618452,-5369.488093736185,nan,-,-,-,-
120,2.4,-1615583,-4839.376138442702,nan,-,-,-,-
121,2.42,-1615463,-3602.041797395894,nan,-,-,-,-
122,2.44,-1613673,-2025.1116051393856,nan,-,-,-,-
123,2.46,-1616618,251.2203204423663,nan,-,-,-,-
124,2.48,-1617505,2462.8264230832724,nan,-,-,-,-
125,2.5,-1618883,4473.521656014069,nan,-,-,-,-
126,2.52,-1619897,5877.528623184044,nan,-,-,-,-
127,2.54,-1618430,6269.44518042384,nan,-,-,-,-
128,2.56,-1618832,5925.945679378938,nan,-,-,-,-
129,2.58,-1620911,4976.966650005883,nan,-,-,-,-
130,2.6,-1621487,3465.3658708668518,nan,-,-,-,-
131,2.62,-1623592,1951.9273076639383,nan,-,-,-,-
132,2.64,-1625464,575.6804902121548,nan,-,-,-,-
133,2.66,-1626146,-571.8604130265812,nan,-,-,-,-
134,2.68,-1628485,-1227.915853777995,nan,-,-,-,-
135,2.7,-1629267,-1690.8588355241463,nan,-,-,-,-
136,2.72,-1632148,-1790.227801914636,nan,-,-,-,-
137,2.74,-1633987,-1885.3118493678467,nan,-,-,-,-
138,2.76,-1636195,-1957.0204306517053,nan,-,-,-,-
139,2.78,-1637972,-2105.060393325378,nan,-,-,-,-
140,2.8,-1637972,-2422.672968898769,nan,-,-,-,-
141,2.82,-1630488,-3298.269338561456,nan,-,-,-,-
142,2.84,-1619849,-4322.881629956486,nan,-,-,-,-
143,2.86,-1607529,-5289.310121046485,nan,-,-,-,-
144,2.88,-1601488,-5491.99603928571,nan,-,-,-,-
145,2.9,-1599849,-4993.785837939777,nan,-,-,-,-
146,2.92,-1599397,-3987.9109237735865,nan,-,-,-,-
147,2.94,-1599157,-2540.345307887803,nan,-,-,-,-
148,2.96,-1602700,-446.72830026934207,nan,-,-,-,-
149,2.98,-1604512,1698.3300641347323,nan,-,-,-,-
150,3.0,-1607004,3808.152195202409,39,39.0,-,-,-
152,3.04,-1607169,5331.542587955299,39,-,-,-,-
153,3.06,-1608138,6220.164870244197,39,-,-,-,-
154,3.08,-1607763,6151.992915539417,39,-,-,-,-
155,3.1,-1609371,5419.100315650946,39,-,-,-,-
156,3.12,-1610231,4037.1664978622257,39,-,-,-,-
157,3.14,-1613095,2550.0397094088376,39,-,-,-,-
158,3.16,-1613470,944.6325798430444,39,-,-,-,-
159,3.18,-1616914,-116.65279578922127,39,-,-,-,-
160,3.2,-1620396,-769.7882837659527,39,-,-,-,-
161,3.22,-1621017,-1270.268095737817,39,-,-,-,-
162,3.24,-1623699,-1358.3590101483442,39,-,-,-,-
163,3.26,-1623830,-1530.8668211168178,39,-,-,-,-
164,3.28,-1627724,-1424.3901700023534,39,-,-,-,-
165,3.3,-1628871,-1602.0104386020612,39,-,-,-,-
166,3.32,-1633068,-1625.0885417112931,39,-,-,-,-
167,3.34,-1635404,-1832.9638706820442,39,-,-,-,-
168,3.36,-1632833,-2399.9588554099064,39,-,-,-,-
169,3.38,-1623935,-3363.7055689209137,39,-,-,-,-
170,3.4,-1609795,-4560.669910064396,39,-,-,-,-
171,3.42,-1603767,-4892.065327799668,39,-,-,-,-
172,3.44,-1599928,-4751.496019958406,39,-,-,-,-
173,3.46,-1600294,-3940.6658514206465,39,-,-,-,-
174,3.48,-1599906,-2811.349216268716,39,-,-,-,-
175,3.5,-1601908,-1134.949407861217,39,-,-,-,-
176,3.52,-1605878,963.6469221885081,39,-,-,-,-
177,3.54,-1608467,3028.9363138849094,39,-,-,-,-
178,3.56,-1611166,4883.69872534207,39,-,-,-,-
179,3.58,-1610586,5951.550356277807,39,-,-,-,-
180,3.6,-1612282,6415.459581461689,39,-,-,-,-
181,3.62,-1611908,5870.458502642252,39,-,-,-,-
182,3.64,-1614948,4870.26126312198,39,-,-,-,-
183,3.66,-1617390,3398.307493981343,39,-,-,-,-
184,3.68,-1620643,1905.1148110278782,39,-,-,-,-
185,3.7,-1621561,439.35884440105747,39,-,-,-,-
186,3.72,-1624633,-486.2532812404288,39,-,-,-,-
187,3.74,-1624276,-1266.2461170102888,39,-,-,-,-
188,3.76,-1628160,-1390.9772299871129,39,-,basal,-,-
189,3.78,-1628759,-1572.7489260112143,39,-,basal,-,-
190,3.8,-1632634,-1444.4869942755686,39,-,basal,-,-
191,3.82,-1635523,-1422.5830056624918,39,-,basal,-,-
192,3.84,-1637920,-1498.1615460643607,39,-,basal,-,-
193,3.86,-1640583,-1593.0194526579544,39,-,basal,-,-
194,3.88,-1641090,-1852.7851519925052,39,-,basal,-,-
195,3.9,-1636059,-2495.9219219450097,39,-,basal,-,-
196,3.92,-1624415,-3557.831057046653,39,-,basal,-,-
197,3.94,-1616111,-4216.611587497933,39,-,basal,-,-
198,3.96,-1610629,-4441.07395422658,39,-,basal,-,-
199,3.98,-1610658,-3951.384067169587,39,-,basal,-,-
200,4.0,-1609526,-3194.032937466516,39,-,basal,-,-
201,4.02,-1612643,-1729.2100414151937,39,-,basal,-,-
202,4.04,-1614067,-62.719865525454225,39,-,basal,-,-
203,4.06,-1618574,2017.1714797504064,39,-,basal,-,-
204,4.08,-1621010,3863.3434038750447,39,-,basal,-,-
205,4.1,-1621133,5155.864006718626,39,-,basal,-,-
206,4.12,-1619625,5684.2076128436565,39,-,basal,-,-
207,4.14,-1620462,5617.41085946395,39,-,basal,-,-
208,4.16,-1624291,5048.432781804167,39,-,basal,-,-
209,4.18,-1625054,3728.0633349245636,39,-,basal,-,-
210,4.2,-1627746,2352.549920370843,39,-,basal,-,-
211,4.22,-1628804,954.8476190220217,39,-,basal,-,-
212,4.24,-1631570,0.633064435365668,39,-,basal,-,-
213,4.26,-1634516,-554.0110899186147,39,-,basal,-,-
214,4.28,-1634904,-969.1742239575615,39,-,basal,-,-
215,4.3,-1638587,-924.7171556427638,39,-,basal,-,-
216,4.32,-1639478,-1031.4325888700014,39,-,basal,-,-
217,4.34,-1642473,-1020.0201850816193,39,-,basal,-,-
218,4.36,-1642593,-1307.5356121646673,39,-,basal,-,-
219,4.38,-1641184,-1761.9624143751562,39,-,basal,-,-
220,4.4,-1630177,-2923.3132349946,39,-,basal,-,-
221,4.42,-1620064,-3882.4844539972128,39,-,basal,-,-
222,4.44,-1614171,-4280.1731320492145,39,-,basal,-,-
223,4.46,-1612052,-4068.992580160917,39,-,basal,-,-
224,4.48,-1612239,-3312.087283681125,39,-,basal,-,-
225,4.5,-1612223,-2192.8343739461725,39,-,basal,-,-
226,4.52,-1614946,-535.992537734498,39,-,basal,-,-
227,4.54,-1616620,1239.9544435589064,39,-,basal,-,-
228,4.56,-1620692,3186.4687834002834,39,-,basal,-,-
229,4.58,-1622942,4707.744975210342,39,-,basal,-,-
230,4.6,-1622959,5505.4065737667415,39,-,basal,-,-
231,4.62,-1622334,5527.002815083661,39,-,basal,-,-
232,4.64,-1624819,5044.175576657487,39,-,basal,-,-
233,4.66,-1627476,3985.822011981426,39,-,basal,-,-
234,4.68,-1630374,2628.9668163060687,39,-,basal,-,-
235,4.7,-1630880,1072.6819453813341,39,-,basal,-,-
236,4.72,-1634038,-57.60415669154645,39,-,basal,-,-
237,4.74,-1634137,-1070.5979861084343,39,-,basal,-,-
238,4.76,-1637867,-1443.354236633807,39,-,basal,-,-
239,4.78,-1639099,-1723.0952047752107,39,-,basal,-,-
240,4.8,-1642709,-1658.977786734833,39,-,basal,-,-
241,4.82,-1646130,-1565.6838532936044,39,-,basal,-,-
242,4.84,-1647039,-1696.5313388960412,39,-,basal,-,-
243,4.86,-1644419,-2142.650783230435,39,-,basal,-,-
244,4.88,-1632404,-3303.85541970346,39,-,basal,-,-
245,4.9,-1622194,-4231.332136583198,39,-,basal,-,-
246,4.92,-1614386,-4774.300485845182,39,-,basal,-,-
247,4.94,-1612308,-4582.091325372647,39,-,basal,-,-
248,4.96,-1611670,-3905.001740854528,39,-,basal,-,-
249,4.98,-1611221,-2793.881582423506,39,-,basal,-,-
250,5.0,-1612454,-1150.7766758206508,39,-,basal,-,-
251,5.02,-1614934,876.6178707942345,39,-,basal,-,-
252,5.04,-1619399,3115.7201995536875,39,-,basal,-,-
253,5.06,-1619362,4758.194181219003,39,-,basal,-,-
254,5.08,-1621201,5975.218445878479,39,-,basal,-,-
255,5.1,-1619987,6170.052223274529,39,-,basal,-,-
256,5.12,-1622552,5822.568249234813,39,-,basal,-,-
257,5.14,-1623111,4643.509515903281,39,-,basal,-,-
258,5.16,-1625746,3236.167759535353,39,-,basal,-,-
259,5.18,-1628900,1806.6017272464433,39,-,basal,-,-
260,5.2,-1630050,424.56463120680746,39,-,basal,-,-
261,5.22,-1632805,-484.6259458692293,39,-,basal,-,-
262,5.24,-1633210,-1197.8307155294851,39,-,basal,-,-
263,5.26,-1636665,-1373.881390497545,39,-,basal,-,-
264,5.28,-1637052,-1605.614383260262,39,-,basal,-,-
265,5.3,-1641069,-1504.117490251242,39,-,basal,-,-
266,5.32,-1643862,-1525.8931127894102,39,-,basal,-,-
267,5.34,-1646138,-1645.5468778569148,39,-,basal,-,-
268,5.36,-1647487,-1874.2370862043263,39,-,basal,-,-
269,5.38,-1645808,-2326.9366431701565,39,-,basal,-,-
270,5.4,-1636357,-3307.777358693037,39,-,basal,-,-
271,5.42,-1623113,-4439.382241772872,39,-,basal,-,-
272,5.44,-1618696,-4678.8813307787095,39,-,basal,-,-
273,5.46,-1614669,-4602.7276858462465,39,-,basal,-,-
274,5.48,-1615122,-3836.724374105419,39,-,basal,-,-
275,5.5,-1613426,-2847.7393740882726,39,-,basal,-,-
276,5.52,-1616315,-1133.6290637828242,39,-,basal,-,-
277,5.54,-1620975,982.8554651997661,39,-,basal,-,-
278,5.56,-1622460,2908.3600013095997,39,-,basal,-,-
279,5.58,-1625146,4686.553060414797,39,-,basal,-,-
280,5.6,-1624245,5650.8909873734265,39,-,basal,-,-
281,5.62,-1626603,6107.982403259498,39,-,basal,-,-
282,5.64,-1625895,5522.083751519749,39,-,basal,-,-
283,5.66,-1629130,4569.013053984063,39,-,basal,-,-
284,5.68,-1630471,3082.3147134444234,39,-,basal,-,-
285,5.7,-1633410,1652.5825355374327,39,-,basal,-,-
286,5.72,-1636126,409.5652754652292,39,-,basal,-,-
287,5.74,-1636833,-627.0758658214945,39,-,basal,-,-
288,5.76,-1641335,-986.6601361848734,39,-,basal,-,-
289,5.78,-1641047,-1406.5146575747049,39,-,basal,-,-
290,5.8,-1645544,-1289.1018110378554,39,-,basal,-,-
291,5.82,-1645605,-1471.8469317229847,39,-,basal,-,-
292,5.84,-1649355,-1418.332490693917,39,-,basal,-,-
293,5.86,-1651732,-1540.7648914164429,39,-,basal,-,-
294,5.88,-1655013,-1643.0507919471756,39,-,basal,-,-
295,5.9,-1656073,-1918.0012177762464,39,-,basal,-,-
296,5.92,-1652799,-2476.238541467388,39,-,basal,-,-
297,5.94,-1641934,-3511.742102342012,39,-,basal,-,-
298,5.96,-1632443,-4276.057840094378,39,-,basal,-,-
299,5.98,-1628072,-4420.281297182013,39,-,basal,-,-
300,6.0,-1624320,-4231.875221512735,37,38.0,basal,-,-
301,6.02,-1625747,-3313.302239916542,37,-,basal,-,-
302,6.04,-1629046,-1900.024635881262,37,-,basal,-,-
303,6.06,-1630978,-280.15904469624274,37,-,basal,-,-
304,6.08,-1631281,1406.8019747374365,37,-,basal,-,-
305,6.1,-1636922,3480.2973459945083,37,-,basal,-,-
306,6.12,-1635705,4724.931604070976,37,-,basal,-,-
307,6.14,-1637832,5649.981584846548,37,-,basal,-,-
308,6.16,-1637952,5676.550692692003,37,-,basal,-,-
309,6.18,-1641014,5184.325087519892,37,-,basal,-,-
310,6.2,-1640971,3892.2943164965827,37,-,basal,-,-
311,6.22,-1644720,2624.905383385004,37,-,basal,-,-
312,6.24,-1645613,1180.7017878884953,37,-,basal,-,-
313,6.26,-1648207,133.4145538048533,37,-,basal,-,-
314,6.28,-1650682,-559.4276199072674,37,-,basal,-,-
315,6.3,-1651847,-1013.7435329211912,37,-,basal,-,-
316,6.32,-1654840,-1089.6671661682321,37,-,basal,-,-
317,6.34,-1656276,-1170.402405164331,37,-,basal,-,-
318,6.36,-1659734,-1085.7754016598938,37,-,basal,-,-
319,6.38,-1660118,-1282.3293870418147,37,-,basal,-,-
320,6.4,-1660859,-1502.342434560403,37,-,induccion,-,-
321,6.42,-1651202,-2523.45878667114,37,-,induccion,-,-
322,6.44,-1645623,-3157.5566949467684,37,-,induccion,-,-
323,6.46,-1646873,-3114.5181688027897,37,-,induccion,-,-
324,6.48,-1647820,-2886.4442984679845,37,-,induccion,-,-
325,6.5,-1650669,-2276.0794244701256,37,-,induccion,-,-
326,6.52,-1651798,-1562.3162703141024,37,-,induccion,-,-
327,6.54,-1654745,-519.4479980504972,37,-,induccion,-,-
328,6.56,-1657346,587.0814101838469,37,-,induccion,-,-
329,6.58,-1657341,1434.2058902578838,37,-,induccion,-,-
330,6.6,-1661623,2373.7337407553428,37,-,induccion,-,-
331,6.62,-1662062,2627.345782835909,37,-,induccion,-,-
332,6.64,-1665118,2616.0072799742416,37,-,induccion,-,-
333,6.66,-1669010,2247.962024056499,37,-,induccion,-,-
334,6.68,-1670141,1398.5022523666066,37,-,induccion,-,-
335,6.7,-1672372,561.5682487755703,37,-,induccion,-,-
336,6.72,-1666120,-816.0596278482233,37,-,induccion,-,-
337,6.74,-1654943,-2330.345961201132,37,-,induccion,-,-
338,6.76,-1646642,-3303.007239924773,37,-,induccion,-,-
339,6.78,-1641109,-3704.4436151396985,37,-,induccion,-,-
340,6.8,-1638072,-3537.0725489844917,37,-,induccion,-,-
341,6.82,-1639600,-2633.278622804146,37,-,induccion,-,-
342,6.84,-1639112,-1506.7395476751772,37,-,induccion,-,-
343,6.86,-1641494,160.30911865771668,37,-,induccion,-,-
344,6.88,-1643480,1981.6727039024352,37,-,induccion,-,-
345,6.9,-1647380,3904.4283299367476,37,-,induccion,-,-
346,6.92,-1649149,5328.636022308358,37,-,induccion,-,-
347,6.94,-1649795,6059.963668867981,37,-,induccion,-,-
348,6.96,-1648811,5902.369623437533,37,-,induccion,-,-
349,6.98,-1651480,5277.821670554215,37,-,induccion,-,-
350,7.0,-1652475,3965.7086385279226,37,-,induccion,-,-
351,7.02,-1654980,2501.9557513004493,37,-,induccion,-,-
352,7.04,-1657763,1091.3777825168363,37,-,induccion,-,-
353,7.06,-1657606,-285.6571816211872,37,-,induccion,-,-
354,7.08,-1660920,-1025.1705035137602,37,-,induccion,-,-
355,7.1,-1664047,-1411.954844693848,37,-,induccion,-,-
356,7.12,-1665916,-1619.3114343126472,37,-,induccion,-,-
357,7.14,-1668083,-1656.5037008369382,37,-,induccion,-,-
358,7.16,-1672121,-1525.7115823319818,37,-,induccion,-,-
359,7.18,-1672888,-1701.388216964564,37,-,induccion,-,-
360,7.2,-1676000,-1776.1250274158137,37,-,induccion,-,-
361,7.22,-1669864,-2605.1776839929335,37,-,induccion,-,-
362,7.24,-1661624,-3565.2899914401323,37,-,induccion,-,-
363,7.26,-1650447,-4616.588491948029,37,-,induccion,-,-
364,7.28,-1647873,-4771.831325109208,37,-,induccion,-,-
365,7.3,-1645419,-4593.335706157224,37,-,induccion,-,-
366,7.32,-1646164,-3787.511392246355,37,-,induccion,-,-
367,7.34,-1646028,-2652.0139760803195,37,-,induccion,-,-
368,7.36,-1648481,-976.1302873904351,37,-,induccion,-,-
369,7.38,-1652000,979.2473350367275,37,-,induccion,-,-
370,7.4,-1654755,2840.4804032511015,37,-,induccion,-,-
371,7.42,-1658408,4449.724222461519,37,-,induccion,-,-
372,7.44,-1656628,5060.396299071406,37,-,induccion,-,-
373,7.46,-1658342,5204.047474146428,37,-,induccion,-,-
374,7.48,-1658116,4480.609001623062,37,-,induccion,-,-
375,7.5,-1661268,3477.2171984232564,37,-,induccion,-,-
376,7.52,-1661616,2003.6583236387632,37,-,induccion,-,-
377,7.54,-1665218,814.4610590427719,37,-,induccion,-,-
378,7.56,-1666554,-292.6750004363248,37,-,induccion,-,-
379,7.58,-1669338,-924.7430826903046,37,-,induccion,-,-
380,7.6,-1671699,-1229.7234373298152,37,-,induccion,-,-
381,7.62,-1673188,-1334.3991289810037,37,-,induccion,-,-
382,7.64,-1676005,-1205.509837081454,37,-,induccion,-,-
383,7.66,-1677966,-1140.0299804446167,37,-,induccion,-,-
384,7.68,-1681014,-1073.2590874111384,37,-,induccion,-,-
385,7.7,-1684598,-1071.6463770227474,37,-,induccion,-,-
386,7.72,-1685954,-1320.1400439261952,37,-,induccion,-,-
387,7.74,-1681342,-2043.8047270975012,37,-,induccion,-,-
388,7.76,-1672923,-2994.947608819133,37,-,induccion,-,-
389,7.78,-1664788,-3773.9595146900683,37,-,induccion,-,-
390,7.8,-1663403,-3812.6756023570906,37,-,induccion,-,-
391,7.82,-1660569,-3684.1834075049737,37,-,induccion,-,-
392,7.84,-1662936,-2843.6676208185854,37,-,induccion,-,-
393,7.86,-1665133,-1697.837499226851,37,-,induccion,-,-
394,7.88,-1667393,-277.9449432278261,37,-,induccion,-,-
395,7.9,-1670270,1337.9563178988733,37,-,induccion,-,-
396,7.92,-1673715,2945.7066391935737,37,-,induccion,-,-
397,7.94,-1675682,4138.711521552776,37,-,induccion,-,-
398,7.96,-1675332,4624.438190379855,37,-,induccion,-,-
399,7.98,-1676754,4591.569382097633,37,-,induccion,-,-
400,8.0,-1676441,3805.1676551604623,37,-,induccion,-,-
401,8.02,-1679922,2871.929401433716,37,-,induccion,-,-
402,8.04,-1681174,1598.5738447811882,37,-,induccion,-,-
403,8.06,-1684565,580.9133929483014,37,-,induccion,-,-
404,8.08,-1685871,-320.55558690496946,37,-,induccion,-,-
405,8.1,-1688580,-768.7286150676609,37,-,induccion,-,-
406,8.12,-1691283,-908.1804613222312,37,-,induccion,-,-
407,8.14,-1692980,-924.446731592041,37,-,induccion,-,-
408,8.16,-1696861,-706.3080796198401,37,-,induccion,-,-
409,8.18,-1697107,-809.7837512461974,37,-,induccion,-,-
410,8.2,-1700709,-756.956738242734,37,-,induccion,-,-
411,8.22,-1697609,-1310.2357096103024,37,-,induccion,-,-
412,8.24,-1690609,-2187.894306678152,37,-,induccion,-,-
413,8.26,-1682431,-3075.2984820552683,37,-,induccion,-,-
414,8.28,-1679499,-3374.2218512150757,37,-,induccion,-,-
415,8.3,-1680015,-3142.3270321686978,37,-,induccion,-,-
416,8.32,-1680602,-2594.3076952425345,37,-,induccion,-,-
417,8.34,-1682813,-1607.8535614752282,37,-,induccion,-,-
418,8.36,-1684991,-360.2673553217701,37,-,induccion,-,-
419,8.38,-1690218,1264.362460026448,37,-,induccion,-,-
420,8.4,-1691800,2566.5029378621653,37,-,induccion,-,-
421,8.42,-1694284,3670.0242483390257,37,-,induccion,-,-
422,8.44,-1693453,4048.378482301158,37,-,induccion,-,-
423,8.46,-1696252,4113.49421428253,37,-,induccion,-,-
424,8.48,-1695967,3369.4819699706964,37,-,induccion,-,-
425,8.5,-1699621,2511.8059488309946,37,-,induccion,-,-
426,8.52,-1700986,1308.566370370303,37,-,induccion,-,-
427,8.54,-1704242,326.7187544756307,37,-,induccion,-,-
428,8.56,-1707538,-399.78695641706054,37,-,mantenimiento,-,-
429,8.58,-1708487,-982.9524158800941,37,-,mantenimiento,-,-
430,8.6,-1711312,-1129.4228657083804,37,-,mantenimiento,-,-
431,8.62,-1715836,-956.541554574862,37,-,mantenimiento,-,-
432,8.64,-1718664,-856.2757326848514,37,-,mantenimiento,-,-
433,8.66,-1721590,-798.6744685613685,37,-,mantenimiento,-,-
434,8.68,-1725285,-788.02004708593,37,-,mantenimiento,-,-
435,8.7,-1727326,-1010.4283864563449,37,-,mantenimiento,-,-
436,8.72,-1724852,-1639.3325562893615,37,-,mantenimiento,-,-
437,8.74,-1715118,-2803.1348636028306,37,-,mantenimiento,-,-
438,8.76,-1708366,-3616.935885407014,37,-,mantenimiento,-,-
439,8.78,-1702931,-4111.187460965411,37,-,mantenimiento,-,-
440,8.8,-1704055,-3804.393607015989,37,-,mantenimiento,-,-
441,8.82,-1704785,-3174.0143067014815,37,-,mantenimiento,-,-
442,8.84,-1706774,-2075.421694122864,37,-,mantenimiento,-,-
443,8.86,-1709191,-615.5074607375846,37,-,mantenimiento,-,-
444,8.88,-1713663,1199.9866495578315,37,-,mantenimiento,-,-
