muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma
1,0.04,-992117,-1756.472983620216,nan,-,-,-,-,-
2,0.08,-992749,-1563.2446021625915,nan,-,-,-,-,-
3,0.12,-993593,-1034.4872220520158,nan,-,-,-,-,-
4,0.16,-991810,-780.8342000782618,nan,-,-,-,-,-
5,0.2,-987670,-914.6812299796138,nan,-,-,-,-,-
6,0.24,-975639,-1374.5059971773899,nan,-,-,-,-,-
7,0.28,-972575,-1356.559364903993,nan,-,-,-,-,-
8,0.32,-973598,-966.2699590303382,nan,-,-,-,-,-
9,0.36,-978031,-341.5200193768543,nan,-,-,-,-,-
10,0.4,-980483,216.11239920550997,nan,-,-,-,-,-
11,0.44,-982950,709.9032912888179,nan,-,-,-,-,-
12,0.48,-981277,1033.348391955658,nan,-,-,-,-,-
13,0.52,-982102,1487.367999869105,nan,-,-,-,-,-
14,0.56,-984243,2049.314987901812,nan,-,-,-,-,-
15,0.6,-986683,2453.8165635531714,nan,-,-,-,-,-
16,0.64,-988393,2236.9878801580808,nan,-,-,-,-,-
17,0.68,-989014,1167.7958563678671,nan,-,-,-,-,-
18,0.72,-990352,-310.91150751342343,nan,-,-,-,-,-
19,0.76,-991430,-1442.3609656169283,nan,-,-,-,-,-
20,0.8,-991277,-1758.7753877836453,nan,-,-,-,-,-
21,0.84,-993763,-1321.4472914026508,nan,-,-,-,-,-
22,0.88,-992316,-913.8847250168378,nan,-,-,-,-,-
23,0.92,-989242,-854.086631338494,nan,-,-,-,-,-
24,0.96,-978803,-1269.4074931270607,nan,-,-,-,-,-
25,1.0,-973928,-1428.4224861524362,nan,-,-,-,-,-
26,1.04,-972823,-1185.3766873430486,nan,-,-,-,-,-
27,1.08,-976942,-564.7630664461499,nan,-,-,-,-,-
28,1.12,-979504,17.395071523151273,nan,-,-,-,-,-
29,1.16,-982835,521.4505947075158,nan,-,-,-,-,-
30,1.2,-981937,824.2799586576457,nan,-,-,-,-,-
31,1.24,-982382,1226.205467107005,nan,-,-,-,-,-
32,1.28,-984524,1799.173132795373,nan,-,-,-,-,-
33,1.32,-986992,2320.2295768981576,nan,-,-,-,-,-
34,1.36,-988683,2333.8036164899468,nan,-,-,-,-,-
35,1.4,-988007,1476.3450034544235,nan,-,-,-,-,-
36,1.44,-990351,138.25246687260915,nan,-,-,-,-,-
37,1.48,-992157,-1100.2802108677645,nan,-,-,-,-,-
38,1.52,-991945,-1687.8532883439973,nan,-,-,-,-,-
39,1.56,-992602,-1510.2320628913817,nan,-,-,-,-,-
40,1.6,-992756,-1070.8054212476166,nan,-,-,-,-,-
41,1.64,-990848,-868.1566529758593,nan,-,-,-,-,-
42,1.68,-980384,-1178.3259970232557,nan,-,-,-,-,-
43,1.72,-974450,-1334.7655445068976,nan,-,-,-,-,-
44,1.76,-972729,-1137.9997459055103,nan,-,-,-,-,-
45,1.8,-976162,-603.3119221942363,nan,-,-,-,-,-
46,1.84,-979851,-52.702475627720105,nan,-,-,-,-,-
47,1.88,-981780,385.05163536133296,nan,-,-,-,-,-
48,1.92,-982618,781.4235932710008,nan,-,-,-,-,-
49,1.96,-981261,1157.0476210468646,nan,-,-,-,-,-
50,2.0,-983695,1714.8771139779756,nan,-,-,-,-,-
51,2.04,-985197,2194.4089845238486,nan,-,-,-,-,-
52,2.08,-987666,2330.8336980070208,nan,-,-,-,-,-
53,2.12,-989049,1700.7733898646607,nan,-,-,-,-,-
54,2.16,-990785,420.4385067988442,nan,-,-,-,-,-
55,2.2,-992067,-905.9423810319031,nan,-,-,-,-,-
56,2.24,-993011,-1593.2802952398513,nan,-,-,-,-,-
57,2.28,-993154,-1518.1741375359456,nan,-,-,-,-,-
58,2.32,-993197,-1082.6874199092465,nan,-,-,-,-,-
59,2.36,-990891,-861.1454834507167,nan,-,-,-,-,-
60,2.4,-981157,-1166.7072902539494,nan,-,-,-,-,-
61,2.44,-973605,-1477.7529713655967,nan,-,-,-,-,-
62,2.48,-971774,-1411.3541114689742,nan,-,-,-,-,-
63,2.52,-974624,-932.6980162530253,nan,-,-,-,-,-
64,2.56,-976848,-330.14415569398966,nan,-,-,-,-,-
65,2.6,-980857,333.5836266510187,nan,-,-,-,-,-
66,2.64,-981077,826.9595527237616,nan,-,-,-,-,-
67,2.68,-981003,1299.1748710073643,nan,-,-,-,-,-
68,2.72,-982803,1869.8935355105477,nan,-,-,-,-,-
69,2.76,-984478,2386.4359844983073,nan,-,-,-,-,-
70,2.8,-987428,2565.1315306284696,nan,-,-,-,-,-
71,2.84,-988869,1950.809869035661,nan,-,-,-,-,-
72,2.88,-990452,640.8688206240163,nan,-,-,-,-,-
73,2.92,-991216,-795.8498007550655,nan,-,-,-,-,-
74,2.96,-992398,-1632.0634972047205,nan,-,-,-,-,-
75,3.0,-992344,-1719.2621150506538,64,64.0,-,-,-,-
76,3.04,-991564,-1382.2933786696844,64,-,-,-,-,-
77,3.08,-987751,-1167.564676296286,64,-,-,-,-,-
78,3.12,-975774,-1441.17695837077,64,-,-,-,-,-
79,3.16,-972592,-1519.2409782930426,64,-,-,-,-,-
80,3.2,-974579,-1273.355929686154,64,-,-,-,-,-
81,3.24,-978037,-731.160596405949,64,-,-,-,-,-
82,3.28,-980758,-74.96767290197658,64,-,-,-,-,-
83,3.32,-982669,529.126369707159,64,-,-,-,-,-
84,3.36,-981233,944.4848927006296,64,-,-,-,-,-
85,3.4,-981789,1415.150343736062,64,-,-,-,-,-
86,3.44,-984018,1974.9885776683382,64,-,-,-,-,-
87,3.48,-985954,2373.531023702456,64,-,-,-,-,-
88,3.52,-987987,2215.565983414268,64,-,-,-,-,-
89,3.56,-990216,1267.839717370829,64,-,-,-,-,-
90,3.6,-992337,-123.5647775371981,64,-,-,-,-,-
91,3.64,-993094,-1226.0993030675158,64,-,-,-,-,-
92,3.68,-992621,-1546.9560034322803,64,-,-,-,-,-
93,3.72,-992039,-1241.5716141040357,64,-,-,-,-,-
94,3.76,-992215,-837.5625947641597,64,-,-,-,-,-
95,3.8,-988010,-862.251906665234,64,-,-,-,-,-
96,3.84,-975736,-1371.8757624184764,64,-,-,-,-,-
97,3.88,-972977,-1508.9117431534614,64,-,-,-,-,-
98,3.92,-973415,-1277.9976611218335,64,-,-,-,-,-
99,3.96,-977447,-680.1204280286747,64,-,-,-,-,-
100,4.0,-979485,-17.9302181700682,64,-,-,-,-,-
101,4.04,-982694,684.3026467200434,64,-,-,-,-,-
102,4.08,-981460,1158.4235919433113,64,-,-,-,-,-
103,4.12,-981736,1589.5620566279795,64,-,-,-,-,-
104,4.16,-983609,2029.239202964426,64,-,-,-,-,-
105,4.2,-986021,2353.198419013289,64,-,-,-,-,-
106,4.24,-988667,2206.2900455412673,64,-,-,-,-,-
107,4.28,-990290,1272.768578880024,64,-,-,-,-,-
108,4.32,-990853,-168.3246994667029,64,-,-,-,-,-
109,4.36,-991838,-1328.4405973380524,64,-,-,-,-,-
110,4.4,-992957,-1693.2890824853032,64,-,-,-,-,-
111,4.44,-992017,-1452.2255175553935,64,-,-,-,-,-
112,4.48,-992607,-1001.2947431675075,64,-,-,-,-,-
113,4.52,-988376,-940.9955490710627,64,-,-,-,-,-
114,4.56,-977586,-1340.7236656933965,64,-,-,-,-,-
115,4.6,-972019,-1551.4459120436459,64,-,-,-,-,-
116,4.64,-972104,-1310.6196295215213,64,-,-,-,-,-
117,4.68,-975686,-676.0171763383614,64,-,-,-,-,-
118,4.72,-980071,79.7019977294949,64,-,-,-,-,-
119,4.76,-982612,688.3897578838596,64,-,-,-,-,-
120,4.8,-981534,1060.9245530725639,64,-,-,-,-,-
121,4.84,-981686,1454.9720155558543,64,-,-,-,-,-
122,4.88,-984282,1985.7734364137223,64,-,-,-,-,-
123,4.92,-986494,2419.133340133153,64,-,-,-,-,-
124,4.96,-989157,2387.1676657648322,64,-,-,-,-,-
125,5.0,-990063,1494.3954341267367,64,-,-,-,-,-
126,5.04,-990765,2.2385600068530493,64,-,-,-,-,-
127,5.08,-991623,-1336.801300018543,64,-,-,-,-,-
128,5.12,-992056,-1888.1021754182227,64,-,-,-,-,-
129,5.16,-992135,-1637.6492092393853,64,-,-,-,-,-
130,5.2,-991999,-1114.9737245976803,64,-,-,-,-,-
131,5.24,-989186,-917.5613037406747,64,-,-,-,-,-
132,5.28,-977237,-1320.8119398203671,64,-,-,-,-,-
133,5.32,-972449,-1489.8086883672022,64,-,-,-,-,-
134,5.36,-973666,-1179.4973915914197,64,-,-,-,-,-
135,5.4,-977010,-529.3473330465076,64,-,-,-,-,-
136,5.44,-978734,121.48152689893914,64,-,-,-,-,-
137,5.48,-984561,777.3909215603699,64,-,-,-,-,-
138,5.52,-914377,-1094.1621937111704,64,-,-,-,-,-
139,5.56,-757498,-5521.590155943224,64,-,-,-,-,-
140,5.6,-708814,-5852.084037237626,64,-,-,-,-,-
141,5.64,-717900,-3593.3967136815118,64,-,-,-,-,-
142,5.68,-677574,-2526.123543154339,64,-,-,-,-,-
143,5.72,-661805,-781.0417968888269,64,-,-,-,-,-
144,5.76,-834392,6738.000817242748,64,-,-,-,-,-
145,5.8,-864536,10107.988027354178,64,-,-,-,-,-
146,5.84,-867328,14378.461032315623,64,-,-,-,-,-
147,5.88,-879426,21058.89167565458,64,-,-,-,-,-
148,5.92,-885615,26667.32936412764,64,-,-,-,-,-
149,5.96,-884181,25415.794083754336,64,-,-,-,-,-
151,6.04,-870068,-3647.049959049318,nan,-,-,-,-,-
152,6.08,-872699,-20406.85595648928,nan,-,-,-,-,-
153,6.12,-875334,-31749.095612078054,nan,-,-,-,-,-
154,6.16,-881124,-35346.08995677509,nan,-,-,-,-,-
155,6.2,-885054,-29980.59844174471,nan,-,-,-,-,-
156,6.24,-883342,-17991.971266877743,nan,-,-,-,-,-
157,6.28,-882314,-5784.485462420023,nan,-,-,-,-,-
158,6.32,-883664,1568.1219143360213,nan,-,-,-,-,-
159,6.36,-883387,4307.576137143395,nan,-,-,-,-,-
160,6.4,-880762,5175.235107497541,nan,-,-,-,-,-
161,6.44,-873241,5353.804760184503,nan,-,-,-,-,-
