muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
270,10.8,-1228374,-2006.4460783993536,55,-,basal,-,-,-
271,10.84,-1228527,-1982.1885290775274,55,-,basal,-,-,-
272,10.88,-1226840,-1474.8157672103566,55,-,basal,-,-,-
273,10.92,-1218689,-1346.6080391134274,55,-,basal,-,-,-
274,10.96,-1205193,-1740.031620132464,55,-,basal,-,-,-
275,11.0,-1203589,-1774.4887866166137,55,-,basal,-,-,-
276,11.04,-1206085,-1376.1989532110065,55,-,basal,-,-,-
277,11.08,-1210712,-610.8953791956619,55,-,basal,-,-,-
278,11.12,-1214817,220.18961916802982,55,-,basal,-,-,-
279,11.16,-1215329,850.310941852209,55,-,basal,-,-,-
280,11.2,-1213975,1339.0498615970982,55,-,basal,-,-,-
281,11.24,-1216494,1978.59792911588,55,-,basal,-,-,-
282,11.28,-1219976,2670.3956195144265,55,-,basal,-,-,-
283,11.32,-1222350,3020.0248616799636,55,-,basal,-,-,-
284,11.36,-1225363,2565.190477357989,55,-,basal,-,-,-
285,11.4,-1227011,1099.6337106050664,55,-,basal,-,-,-
286,11.44,-1227489,-740.0313395569353,55,-,basal,-,-,-
287,11.48,-1228719,-1925.0251761522086,55,-,basal,-,-,-
288,11.52,-1228490,-2095.096704927025,55,-,basal,-,-,-
289,11.56,-1223286,-1764.2293724372048,55,-,basal,-,-,-
290,11.6,-1206705,-1830.769978179791,55,-,basal,-,-,-
291,11.64,-1202465,-1840.3986992420178,55,-,basal,-,-,-
292,11.68,-1204374,-1762.6339053286902,55,-,basal,-,-,-
293,11.72,-1209533,-1318.262285778117,55,-,basal,-,-,-
294,11.76,-1215059,-507.5907866948446,55,-,basal,-,-,-
295,11.8,-1215015,271.7865295852862,55,-,basal,-,-,-
296,11.84,-1214330,970.7268429957599,55,-,basal,-,-,-
297,11.88,-1216505,1705.2025364040546,55,-,basal,-,-,-
298,11.92,-1219612,2500.286619659725,55,-,basal,-,-,-
299,11.96,-1221917,3111.12920542347,55,-,basal,-,-,-
300,12.0,-1224077,2990.59434073382,53,55.75,basal,-,-,-
301,12.04,-1228417,1809.571864294303,53,-,basal,-,-,-
302,12.08,-1227713,-217.19150198759303,53,-,basal,-,-,-
303,12.12,-1228046,-1790.7745810024887,53,-,basal,-,-,-
304,12.16,-1221153,-2433.499927715744,53,-,basal,-,-,-
305,12.2,-1207567,-2368.1308859113815,53,-,basal,-,-,-
306,12.24,-1202996,-1870.6914086791749,53,-,basal,-,-,-
307,12.28,-1206176,-1460.9532689162452,53,-,basal,-,-,-
308,12.32,-1210005,-1240.1265476180574,53,-,basal,-,-,-
309,12.36,-1215824,-812.9391257036923,53,-,basal,-,-,-
310,12.4,-1215177,-309.6975876895949,53,-,basal,-,-,-
311,12.44,-1214769,415.339017335044,53,-,basal,-,-,-
312,12.48,-1216752,1353.46738654185,53,-,basal,-,-,-
313,12.52,-1219372,2338.3649490802554,53,-,basal,-,-,-
314,12.56,-1222656,3028.6904092906652,53,-,basal,-,-,-
315,12.6,-1225040,2846.580370854984,53,-,basal,-,-,-
316,12.64,-1225949,1545.3614662137552,53,-,basal,-,-,-
317,12.68,-1226074,-315.4788047912847,53,-,basal,-,-,-
318,12.72,-1228599,-1620.2070330777174,53,-,basal,-,-,-
319,12.76,-1227316,-1969.9379296964646,53,-,basal,-,-,-
320,12.8,-1227469,-1491.6522653343,53,-,basal,-,-,-
321,12.84,-1213463,-1424.575930681871,53,-,basal,-,-,-
322,12.88,-1204472,-1564.2409348799465,53,-,basal,-,-,-
323,12.92,-1204244,-1606.6243498297063,53,-,basal,-,-,-
324,12.96,-1209643,-1247.5264074146603,53,-,basal,-,-,-
325,13.0,-1214928,-526.8871683466932,53,-,basal,-,-,-
326,13.04,-1214626,177.13328550048664,53,-,basal,-,-,-
327,13.08,-1214438,788.3374255960998,53,-,basal,-,-,-
328,13.12,-1218664,1419.061811711972,53,-,basal,-,-,-
329,13.16,-1221606,2053.600155355357,53,-,basal,-,-,-
330,13.2,-1224031,2706.918074258845,53,-,basal,-,-,-
331,13.24,-1226068,2928.8793495141035,53,-,basal,-,-,-
332,13.28,-1227316,2139.3143728219225,53,-,basal,-,-,-
333,13.32,-1228491,430.0437806136929,53,-,basal,-,-,-
334,13.36,-1228641,-1315.3383561121243,53,-,basal,-,-,-
335,13.4,-1225813,-2217.7090295531616,53,-,basal,-,-,-
336,13.44,-1212209,-2461.7700883546877,53,-,basal,-,-,-
337,13.48,-1204351,-2192.701727622747,53,-,basal,-,-,-
338,13.52,-1203304,-1898.2695658939556,53,-,basal,-,-,-
339,13.56,-1207317,-1544.3983722589992,53,-,basal,-,-,-
340,13.6,-1211878,-959.2195592831022,53,-,basal,-,-,-
341,13.64,-1215560,-147.82357261850575,53,-,basal,-,-,-
342,13.68,-1214986,586.1403468970711,53,-,basal,-,-,-
343,13.72,-1215470,1311.6272431159332,53,-,basal,-,-,-
344,13.76,-1218326,2123.563094341919,53,-,basal,-,-,-
345,13.8,-1220703,2839.955549449748,53,-,basal,-,-,-
346,13.84,-1223136,3031.92098509836,53,-,basal,-,-,-
347,13.88,-1225800,2228.7860534055717,53,-,basal,-,-,-
348,13.92,-1226069,483.6918626195343,53,-,basal,-,-,-
349,13.96,-1227548,-1222.3163701136677,53,-,basal,-,-,-
350,14.0,-1227802,-2095.9658494311916,53,-,basal,-,-,-
351,14.04,-1227534,-1980.058861240967,53,-,basal,-,-,-
352,14.08,-1224958,-1495.4731681161384,53,-,basal,-,-,-
353,14.12,-1209745,-1582.0985143042526,53,-,basal,-,-,-
354,14.16,-1204461,-1650.6904728895643,53,-,basal,-,-,-
355,14.2,-1204209,-1573.6221390495593,53,-,basal,-,-,-
356,14.24,-1210645,-1014.8796754222694,53,-,basal,-,-,-
357,14.28,-1215469,-240.5265822587071,53,-,basal,-,-,-
358,14.32,-1215834,452.66563164065883,53,-,basal,-,-,-
359,14.36,-1214426,991.0577126895637,53,-,basal,-,-,-
360,14.4,-1218186,1627.9692531167711,53,-,basal,-,-,-
361,14.44,-1220878,2273.4047464694568,53,-,basal,-,-,-
362,14.48,-1223897,2853.626460998251,53,-,basal,-,-,-
363,14.52,-1226851,2868.1022516349485,53,-,basal,-,-,-
364,14.56,-1226864,1778.3475099206753,53,-,basal,-,-,-
365,14.6,-1227937,-23.01366341394305,53,-,basal,-,-,-
366,14.64,-1228589,-1608.0297524174432,53,-,basal,-,-,-
367,14.68,-1227230,-2217.049351673509,53,-,basal,-,-,-
368,14.72,-1217891,-2143.6599092703837,53,-,basal,-,-,-
369,14.76,-1205753,-1963.503754784162,53,-,basal,-,-,-
370,14.8,-1203135,-1786.4587890846306,53,-,basal,-,-,-
371,14.84,-1207962,-1537.057569200127,53,-,basal,-,-,-
372,14.88,-1213817,-1024.2702405676528,53,-,basal,-,-,-
373,14.92,-1216211,-282.3478730731331,53,-,basal,-,-,-
374,14.96,-1215088,464.6723476796942,53,-,basal,-,-,-
375,15.0,-1217697,1239.1510337782456,57,55.5,basal,-,-,-
376,15.04,-1220894,1955.8441969535352,57,-,basal,-,-,-
377,15.08,-1223142,2611.187575239287,57,-,basal,-,-,-
378,15.12,-1224844,2933.8454538103633,57,-,basal,-,-,-
379,15.16,-1225985,2385.8591433597994,57,-,basal,-,-,-
380,15.2,-1227162,850.1215337276637,57,-,basal,-,-,-
381,15.24,-1228416,-963.131530316205,57,-,basal,-,-,-
382,15.28,-1229876,-2022.5647910257355,57,-,basal,-,-,-
383,15.32,-1228195,-2080.0211148294457,57,-,basal,-,-,-
384,15.36,-1226207,-1594.4588839230046,57,-,basal,-,-,-
385,15.4,-1203305,-1916.4589171864172,57,-,basal,-,-,-
386,15.44,-1211304,-1506.0859906639726,57,-,basal,-,-,-
387,15.48,-1214391,-1196.556496558374,57,-,basal,-,-,-
388,15.52,-1218735,-593.5688324700809,57,-,basal,-,-,-
389,15.56,-1222380,106.23818216263317,57,-,basal,-,-,-
390,15.6,-1223984,640.568336000807,57,-,basal,-,-,-
391,15.64,-1226147,1074.6927915635306,57,-,basal,-,-,-
392,15.68,-1226500,1509.6295046615278,57,-,basal,-,-,-
393,15.72,-1227659,2106.028598654941,57,-,basal,-,-,-
394,15.76,-1228391,2487.2866668602182,57,-,basal,-,-,-
395,15.8,-1227174,1976.8080763031878,57,-,basal,-,-,-
396,15.84,-1224299,394.6936696975158,57,-,basal,-,-,-
397,15.88,-1210081,-1798.65711594992,57,-,basal,-,-,-
398,15.92,-1203222,-2894.014373778682,57,-,basal,-,-,-
399,15.96,-1205718,-2498.0051134656014,57,-,basal,-,-,-
400,16.0,-1208424,-1477.9605214386497,57,-,basal,-,-,-
401,16.04,-1213988,-416.82573295236125,57,-,basal,-,-,-
402,16.08,-1215656,242.40168345108032,57,-,basal,-,-,-
403,16.12,-1214421,652.9197768561489,57,-,basal,-,-,-
404,16.16,-1215042,1169.2418704620495,57,-,basal,-,-,-
405,16.2,-1220588,1969.2127051337047,57,-,basal,-,-,-
406,16.24,-1223381,2592.6819219610015,57,-,basal,-,-,-
407,16.28,-1224252,2556.581631702843,57,-,basal,-,-,-
408,16.32,-1226410,1570.8424979920642,57,-,basal,-,-,-
409,16.36,-1227262,-155.87763746883275,57,-,basal,-,-,-
410,16.4,-1228131,-1654.8860489827682,57,-,basal,-,-,-
411,16.44,-1227821,-2217.2846275458865,57,-,basal,-,-,-
412,16.48,-1227434,-1895.283691037434,57,-,basal,-,-,-
413,16.52,-1222018,-1527.7955423918029,57,-,basal,-,-,-
414,16.56,-1207807,-1747.672029553436,57,-,basal,-,-,-
415,16.6,-1203317,-1872.008593440285,57,-,basal,-,-,-
416,16.64,-1211818,-1381.2821585560841,57,-,basal,-,-,-
417,16.68,-1214789,-690.7098150739525,57,-,basal,-,-,-
418,16.72,-1213710,32.86618793083653,57,-,basal,-,-,-
419,16.76,-1217216,786.5563334132066,57,-,basal,-,-,-
420,16.8,-1219181,1328.5665711573183,57,-,basal,-,-,-
