muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
393,15.72,-1292735,1363.667510276904,nan,-,-,-,-,-
394,15.76,-1291370,3612.250769368855,nan,-,-,-,-,-
395,15.8,-1296670,6528.305812410905,nan,-,-,-,-,-
396,15.84,-1305215,8841.82005153837,nan,-,-,-,-,-
397,15.88,-1313971,8583.11264449474,nan,-,-,-,-,-
398,15.92,-1323763,5224.11329492557,nan,-,-,-,-,-
399,15.96,-1331393,598.7422812812256,nan,-,-,-,-,-
400,16.0,-1338056,-2557.2132014708423,nan,-,-,-,-,-
401,16.04,-1344141,-3335.2673282617707,nan,-,-,-,-,-
402,16.08,-1349612,-2826.7872428049836,nan,-,-,-,-,-
403,16.12,-1346845,-2637.890461143582,nan,-,-,-,-,-
404,16.16,-1294143,-4601.848974107685,nan,-,-,-,-,-
405,16.2,-1273363,-5815.3561628016105,nan,-,-,-,-,-
406,16.24,-1275511,-5984.5345402334315,nan,-,-,-,-,-
407,16.28,-1279184,-5296.538420411887,nan,-,-,-,-,-
408,16.32,-1280347,-3790.982096455927,nan,-,-,-,-,-
409,16.36,-1282035,-1723.644352848617,nan,-,-,-,-,-
410,16.4,-1286147,577.1826982321109,nan,-,-,-,-,-
411,16.44,-1285810,2925.4157240549393,nan,-,-,-,-,-
412,16.48,-1285350,5754.164422474971,nan,-,-,-,-,-
413,16.52,-1288953,8789.338260852066,nan,-,-,-,-,-
414,16.56,-1295279,10271.033878618193,nan,-,-,-,-,-
415,16.6,-1302400,8422.610207367532,nan,-,-,-,-,-
416,16.64,-1309481,3792.172158800815,nan,-,-,-,-,-
417,16.68,-1316283,-785.7763531901928,nan,-,-,-,-,-
418,16.72,-1323213,-3015.5639448650454,nan,-,-,-,-,-
419,16.76,-1329276,-3104.3508447160984,nan,-,-,-,-,-
420,16.8,-1335131,-2545.2812806135944,nan,-,-,-,-,-
421,16.84,-1340578,-2341.5118548508126,nan,-,-,-,-,-
422,16.88,-1345475,-2601.9376495519705,nan,-,-,-,-,-
423,16.92,-1302961,-4549.0193165901765,nan,-,-,-,-,-
