muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma,limites_alarma,descripcion_alarma
132,5.28,-16775510,8.835237702905335,nan,-,-,-,-,-,"[50, 20, 15]",-
133,5.32,-16775548,1.1465655695830899,nan,-,-,-,-,-,"[50, 20, 15]",-
134,5.36,-16775506,-7.661105626984211,nan,-,-,-,-,-,"[50, 20, 15]",-
135,5.4,-16775600,57.525071729445024,nan,-,-,-,-,-,"[50, 20, 15]",-
136,5.44,-16775640,67.77984964006865,nan,-,-,-,-,-,"[50, 20, 15]",-
137,5.48,-16775597,38.720985036864505,nan,-,-,-,-,-,"[50, 20, 15]",-
138,5.52,-16775627,0.5451163062678914,nan,-,-,-,-,-,"[50, 20, 15]",-
139,5.56,-16775589,6.349520461895338,nan,-,-,-,-,-,"[50, 20, 15]",-
140,5.6,-16775583,-32.512547895212286,nan,-,-,-,-,-,"[50, 20, 15]",-
141,5.64,-16775598,-19.513642591282448,nan,-,-,-,-,-,"[50, 20, 15]",-
142,5.68,-16775497,-5.733127082564302,nan,-,-,-,-,-,"[50, 20, 15]",-
143,5.72,-16775498,-14.201240454686271,nan,-,-,-,-,-,"[50, 20, 15]",-
144,5.76,-16775592,-3.7449554898891515,nan,-,-,-,-,-,"[50, 20, 15]",-
145,5.8,-16775565,-0.10174464559366836,nan,-,-,-,-,-,"[50, 20, 15]",-
146,5.84,-16775573,17.840701444518647,nan,-,-,-,-,-,"[50, 20, 15]",-
147,5.88,-16775605,-21.84238427537441,nan,-,-,-,-,-,"[50, 20, 15]",-
148,5.92,-16775673,23.44508288955148,nan,-,-,-,-,-,"[50, 20, 15]",-
149,5.96,-16775490,-44.3230571383456,nan,-,-,-,-,-,"[50, 20, 15]",-
151,6.04,-16775551,2.3427903813391557,nan,-,-,-,-,-,"[50, 20, 15]",-
152,6.08,-16775581,1.024863452962217,nan,-,-,-,-,-,"[50, 20, 15]",-
153,6.12,-16775595,1.155706899768206,nan,-,-,-,-,-,"[50, 20, 15]",-
154,6.16,-16775566,-7.569101001046126,nan,-,-,-,-,-,"[50, 20, 15]",-
155,6.2,-16775633,-6.383230408985716,nan,-,-,-,-,-,"[50, 20, 15]",-
156,6.24,-16775627,1.6039984811517796,nan,-,-,-,-,-,"[50, 20, 15]",-
157,6.28,-16775570,-0.7993624363935043,nan,-,-,-,-,-,"[50, 20, 15]",-
