muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma,limites_alarma,descripcion_alarma
81,3.24,-16775409,6.448678283909291,nan,-,-,-,-,-,"[50, 20, 15]",-
82,3.28,-16775516,10.125319459491424,nan,-,-,-,-,-,"[50, 20, 15]",-
83,3.32,-16775527,27.14497993258977,nan,-,-,-,-,-,"[50, 20, 15]",-
84,3.36,-16775544,29.25586236621946,nan,-,-,-,-,-,"[50, 20, 15]",-
85,3.4,-16775536,55.22341464855605,nan,-,-,-,-,-,"[50, 20, 15]",-
86,3.44,-16775548,37.87231634894723,nan,-,-,-,-,-,"[50, 20, 15]",-
87,3.48,-16775422,4.423980366102642,nan,-,-,-,-,-,"[50, 20, 15]",-
88,3.52,-16775377,-36.70799363612268,nan,-,-,-,-,-,"[50, 20, 15]",-
89,3.56,-16775433,-30.80586574195679,nan,-,-,-,-,-,"[50, 20, 15]",-
90,3.6,-16775521,-10.871962487245781,nan,-,-,-,-,-,"[50, 20, 15]",-
91,3.64,-16775392,-3.8613656035855737,nan,-,-,-,-,-,"[50, 20, 15]",-
92,3.68,-16775433,-39.2320975734573,nan,-,-,-,-,-,"[50, 20, 15]",-
93,3.72,-16775461,-33.97973646685974,nan,-,-,-,-,-,"[50, 20, 15]",-
94,3.76,-16775500,1.807205052416872,nan,-,-,-,-,-,"[50, 20, 15]",-
95,3.8,-16775601,19.3518650775436,nan,-,-,-,-,-,"[50, 20, 15]",-
96,3.84,-16775536,23.965325293062005,nan,-,-,-,-,-,"[50, 20, 15]",-
97,3.88,-16775527,26.149501228075096,nan,-,-,-,-,-,"[50, 20, 15]",-
98,3.92,-16775513,34.37134134369598,nan,-,-,-,-,-,"[50, 20, 15]",-
99,3.96,-16775512,-3.8555275647361937,nan,-,-,-,-,-,"[50, 20, 15]",-
100,4.0,-16775438,-31.621097060034586,nan,-,-,-,-,-,"[50, 20, 15]",-
101,4.04,-16775366,-27.9259299374184,nan,-,-,-,-,-,"[50, 20, 15]",-
102,4.08,-16775405,2.5071416640852267,nan,-,-,-,-,-,"[50, 20, 15]",-
103,4.12,-16775424,-36.91424341204069,nan,-,-,-,-,-,"[50, 20, 15]",-
104,4.16,-16775441,-27.9674881628232,nan,-,-,-,-,-,"[50, 20, 15]",-
105,4.2,-16775492,-16.824179356681206,nan,-,-,-,-,-,"[50, 20, 15]",-
106,4.24,-16775404,-11.986698365223484,nan,-,-,-,-,-,"[50, 20, 15]",-
107,4.28,-16775465,31.914206521610083,nan,-,-,-,-,-,"[50, 20, 15]",-
108,4.32,-16775560,30.75128709202903,nan,-,-,-,-,-,"[50, 20, 15]",-
109,4.36,-16775580,35.50085884584841,nan,-,-,-,-,-,"[50, 20, 15]",-
110,4.4,-16775520,30.229778215390635,nan,-,-,-,-,-,"[50, 20, 15]",-
111,4.44,-16775567,37.08498242225574,nan,-,-,-,-,-,"[50, 20, 15]",-
112,4.48,-16775599,16.5781161664336,nan,-,-,-,-,-,"[50, 20, 15]",-
113,4.52,-16775502,-21.800162830292674,nan,-,-,-,-,-,"[50, 20, 15]",-
114,4.56,-16775464,-22.96279250202865,nan,-,-,-,-,-,"[50, 20, 15]",-
115,4.6,-16775472,-23.358404316628743,nan,-,-,-,-,-,"[50, 20, 15]",-
116,4.64,-16775489,-22.214584230530303,nan,-,-,-,-,-,"[50, 20, 15]",-
117,4.68,-16775520,-6.714474562213543,nan,-,-,-,-,-,"[50, 20, 15]",-
118,4.72,-16775462,-43.514039714365126,nan,-,-,-,-,-,"[50, 20, 15]",-
119,4.76,-16775596,-18.75455228868679,nan,-,-,-,-,-,"[50, 20, 15]",-
120,4.8,-16775592,9.928560324495818,nan,-,-,-,-,-,"[50, 20, 15]",-
121,4.84,-16775603,22.290832464363618,nan,-,-,-,-,-,"[50, 20, 15]",-
122,4.88,-16775599,6.040366720560812,nan,-,-,-,-,-,"[50, 20, 15]",-
123,4.92,-16775454,8.645278302211981,nan,-,-,-,-,-,"[50, 20, 15]",-
124,4.96,-16775350,14.401142396940145,nan,-,-,-,-,-,"[50, 20, 15]",-
125,5.0,-16775473,-0.7316278650034693,nan,-,-,-,-,-,"[50, 20, 15]",-
126,5.04,-16775477,-14.635212809856844,nan,-,-,-,-,-,"[50, 20, 15]",-
127,5.08,-16775439,-19.51319921988477,nan,-,-,-,-,-,"[50, 20, 15]",-
128,5.12,-16775529,-8.15209419778176,nan,-,-,-,-,-,"[50, 20, 15]",-
129,5.16,-16775511,-0.9090090878652912,nan,-,-,-,-,-,"[50, 20, 15]",-
130,5.2,-16775512,-20.02525716956895,nan,-,-,-,-,-,"[50, 20, 15]",-
131,5.24,-16775557,27.343647377267416,nan,-,-,-,-,-,"[50, 20, 15]",-
132,5.28,-16775557,33.96141839811759,nan,-,-,-,-,-,"[50, 20, 15]",-
133,5.32,-16775527,41.72818846459367,nan,-,-,-,-,-,"[50, 20, 15]",-
134,5.36,-16775502,45.86087321403578,nan,-,-,-,-,-,"[50, 20, 15]",-
135,5.4,-16775489,2.086100672463392,nan,-,-,-,-,-,"[50, 20, 15]",-
136,5.44,-16775537,-34.77775542272255,nan,-,-,-,-,-,"[50, 20, 15]",-
137,5.48,-16775376,-20.926990811104517,nan,-,-,-,-,-,"[50, 20, 15]",-
138,5.52,-16775456,-14.930791450432118,nan,-,-,-,-,-,"[50, 20, 15]",-
139,5.56,-16775455,-29.84342732879692,nan,-,-,-,-,-,"[50, 20, 15]",-
140,5.6,-16775521,2.2265946098920124,nan,-,-,-,-,-,"[50, 20, 15]",-
141,5.64,-16775443,-8.71147317462352,nan,-,-,-,-,-,"[50, 20, 15]",-
142,5.68,-16775404,-10.533023627570305,nan,-,-,-,-,-,"[50, 20, 15]",-
143,5.72,-16775334,0.5396811826184646,nan,-,-,-,-,-,"[50, 20, 15]",-
144,5.76,-16775405,14.552630275051163,nan,-,-,-,-,-,"[50, 20, 15]",-
145,5.8,-16775383,9.929348695291628,nan,-,-,-,-,-,"[50, 20, 15]",-
146,5.84,-16775386,7.652013131479177,nan,-,-,-,-,-,"[50, 20, 15]",-
147,5.88,-16775436,12.067580372641357,nan,-,-,-,-,-,"[50, 20, 15]",-
148,5.92,-16775388,28.399377429164147,nan,-,-,-,-,-,"[50, 20, 15]",-
149,5.96,-16775375,-20.22600498538559,nan,-,-,-,-,-,"[50, 20, 15]",-
151,6.04,-16775503,30.48472759752479,nan,-,-,-,-,-,"[50, 20, 15]",-
152,6.08,-16775450,36.579731296051655,nan,-,-,-,-,-,"[50, 20, 15]",-
153,6.12,-16775552,26.05240620577269,nan,-,-,-,-,-,"[50, 20, 15]",-
154,6.16,-16775485,6.897739447620824,nan,-,-,-,-,-,"[50, 20, 15]",-
155,6.2,-16775509,82.62432630974348,nan,-,-,-,-,-,"[50, 20, 15]",-
156,6.24,-16775511,-4.229926528872374,nan,-,-,-,-,-,"[50, 20, 15]",-
157,6.28,-16775622,81.75398332832235,nan,-,-,-,-,-,"[50, 20, 15]",-
158,6.32,-16775563,-17.657815477406416,nan,-,-,-,-,-,"[50, 20, 15]",-
159,6.36,-16775536,-10.542363563066225,nan,-,-,-,-,-,"[50, 20, 15]",-
160,6.4,-16775437,-28.00436833562934,nan,-,-,-,-,-,"[50, 20, 15]",-
161,6.44,-16775393,-42.63058583255112,nan,-,-,-,-,-,"[50, 20, 15]",-
162,6.48,-16775426,-18.706709199522823,nan,-,-,-,-,-,"[50, 20, 15]",-
163,6.52,-16775387,-18.22329802927891,nan,-,-,-,-,-,"[50, 20, 15]",-
164,6.56,-16775365,-21.840489894525046,nan,-,-,-,-,-,"[50, 20, 15]",-
165,6.6,-16775493,-3.771235577043919,nan,-,-,-,-,-,"[50, 20, 15]",-
166,6.64,-16775505,-11.84123161538438,nan,-,-,-,-,-,"[50, 20, 15]",-
167,6.68,-16775482,-6.062457179100419,nan,-,-,-,-,-,"[50, 20, 15]",-
168,6.72,-16775608,2.0888554169868394,nan,-,-,-,-,-,"[50, 20, 15]",-
169,6.76,-16775647,32.84082511013684,nan,-,-,-,-,-,"[50, 20, 15]",-
170,6.8,-16775655,27.548472901609873,nan,-,-,-,-,-,"[50, 20, 15]",-
171,6.84,-16775511,21.883874651386666,nan,-,-,-,-,-,"[50, 20, 15]",-
172,6.88,-16775579,5.667291809970838,nan,-,-,-,-,-,"[50, 20, 15]",-
173,6.92,-16775501,-10.449358251121286,nan,-,-,-,-,-,"[50, 20, 15]",-
174,6.96,-16775465,-12.77837117373617,nan,-,-,-,-,-,"[50, 20, 15]",-
175,7.0,-16775442,-40.84757535143985,nan,-,-,-,-,-,"[50, 20, 15]",-
176,7.04,-16775532,-51.40869963139372,nan,-,-,-,-,-,"[50, 20, 15]",-
177,7.08,-16775459,-20.967909364227133,nan,-,-,-,-,-,"[50, 20, 15]",-
178,7.12,-16775596,-12.305315419269007,nan,-,-,-,-,-,"[50, 20, 15]",-
179,7.16,-16775538,-27.318657869073977,nan,-,-,-,-,-,"[50, 20, 15]",-
180,7.2,-16775541,13.43043463990977,nan,-,-,-,-,-,"[50, 20, 15]",-
181,7.24,-16775371,18.642958259138283,nan,-,-,-,-,-,"[50, 20, 15]",-
182,7.28,-16775384,33.96380741923028,nan,-,-,-,-,-,"[50, 20, 15]",-
183,7.32,-16775471,4.8950081231405385,nan,-,-,-,-,-,"[50, 20, 15]",-
184,7.36,-16775501,22.824026036650185,nan,-,-,-,-,-,"[50, 20, 15]",-
185,7.4,-16775500,13.777451243629795,nan,-,-,-,-,-,"[50, 20, 15]",-
186,7.44,-16775467,-4.275794700455478,nan,-,-,-,-,-,"[50, 20, 15]",-
187,7.48,-16775513,-1.656758151037885,nan,-,-,-,-,-,"[50, 20, 15]",-
188,7.52,-16775568,15.478038926959123,nan,-,-,-,-,-,"[50, 20, 15]",-
189,7.56,-16775554,0.3313560723179366,nan,-,-,-,-,-,"[50, 20, 15]",-
190,7.6,-16775534,27.213899382571057,nan,-,-,-,-,-,"[50, 20, 15]",-
191,7.64,-16775549,21.980153502429975,nan,-,-,-,-,-,"[50, 20, 15]",-
192,7.68,-16775475,21.7542930942928,nan,-,-,-,-,-,"[50, 20, 15]",-
193,7.72,-16775356,-14.436119050044244,nan,-,-,-,-,-,"[50, 20, 15]",-
194,7.76,-16775448,-16.95782847826866,nan,-,-,-,-,-,"[50, 20, 15]",-
195,7.8,-16775467,-3.968153983693921,nan,-,-,-,-,-,"[50, 20, 15]",-
196,7.84,-16775504,2.2511411682012414,nan,-,-,-,-,-,"[50, 20, 15]",-
197,7.88,-16775516,-1.0452047024617672,nan,-,-,-,-,-,"[50, 20, 15]",-
198,7.92,-16775473,-13.220634228432022,nan,-,-,-,-,-,"[50, 20, 15]",-
199,7.96,-16775465,-2.2907123351884238,nan,-,-,-,-,-,"[50, 20, 15]",-
200,8.0,-16775538,13.10523153971236,nan,-,-,-,-,-,"[50, 20, 15]",-
201,8.04,-16775521,13.288909665039133,nan,-,-,-,-,-,"[50, 20, 15]",-
202,8.08,-16775458,12.855242931131055,nan,-,-,-,-,-,"[50, 20, 15]",-
203,8.12,-16775485,20.799042757393135,nan,-,-,-,-,-,"[50, 20, 15]",-
204,8.16,-16775411,6.8781518870606275,nan,-,-,-,-,-,"[50, 20, 15]",-
205,8.2,-16775382,28.311107761599573,nan,-,-,-,-,-,"[50, 20, 15]",-
206,8.24,-16775444,-5.528851631775546,nan,-,-,-,-,-,"[50, 20, 15]",-
207,8.28,-16775502,-2.1374919972771,nan,-,-,-,-,-,"[50, 20, 15]",-
208,8.32,-16775534,5.538161297971793,nan,-,-,-,-,-,"[50, 20, 15]",-
209,8.36,-16775524,8.575362506609684,nan,-,-,-,-,-,"[50, 20, 15]",-
210,8.4,-16775486,0.7401157666002351,nan,-,-,-,-,-,"[50, 20, 15]",-
211,8.44,-16775498,-5.650667757575908,nan,-,-,-,-,-,"[50, 20, 15]",-
212,8.48,-16775633,15.27553059139031,nan,-,-,-,-,-,"[50, 20, 15]",-
213,8.52,-16775661,15.783271036640823,nan,-,-,-,-,-,"[50, 20, 15]",-
214,8.56,-16775586,2.6015277165442248,nan,-,-,-,-,-,"[50, 20, 15]",-
215,8.6,-16775437,-1.3952807483137137,nan,-,-,-,-,-,"[50, 20, 15]",-
216,8.64,-16775379,-21.53527530047153,nan,-,-,-,-,-,"[50, 20, 15]",-
217,8.68,-16775417,-34.5140775108535,nan,-,-,-,-,-,"[50, 20, 15]",-
218,8.72,-16775394,-27.592333806545618,nan,-,-,-,-,-,"[50, 20, 15]",-
219,8.76,-16775484,-15.092063381979942,nan,-,-,-,-,-,"[50, 20, 15]",-
220,8.8,-16775537,1.7333844807805514,nan,-,-,-,-,-,"[50, 20, 15]",-
221,8.84,-16775456,-6.078963484080578,nan,-,-,-,-,-,"[50, 20, 15]",-
222,8.88,-16775464,-15.208604858326588,nan,-,-,-,-,-,"[50, 20, 15]",-
223,8.92,-16775472,-13.658792215403786,nan,-,-,-,-,-,"[50, 20, 15]",-
224,8.96,-16775493,38.919791972054746,nan,-,-,-,-,-,"[50, 20, 15]",-
226,9.04,-16775536,55.02717503980271,nan,-,-,-,-,-,"[50, 20, 15]",-
227,9.08,-16775547,12.110447351758879,nan,-,-,-,-,-,"[50, 20, 15]",-
228,9.12,-16775523,-15.352100606795872,nan,-,-,-,-,-,"[50, 20, 15]",-
229,9.16,-16775486,-16.13895788016341,nan,-,-,-,-,-,"[50, 20, 15]",-
230,9.2,-16775407,-21.113376133512105,nan,-,-,-,-,-,"[50, 20, 15]",-
231,9.24,-16775414,-5.249741726682654,nan,-,-,-,-,-,"[50, 20, 15]",-
232,9.28,-16775517,8.20036228765945,nan,-,-,-,-,-,"[50, 20, 15]",-
233,9.32,-16775477,-8.473883067038228,nan,-,-,-,-,-,"[50, 20, 15]",-
234,9.36,-16775532,-10.746992514706267,nan,-,-,-,-,-,"[50, 20, 15]",-
235,9.4,-16775538,27.154423766455206,nan,-,-,-,-,-,"[50, 20, 15]",-
236,9.44,-16775445,-13.785051101692183,nan,-,-,-,-,-,"[50, 20, 15]",-
237,9.48,-16775453,20.190985809105182,nan,-,-,-,-,-,"[50, 20, 15]",-
238,9.52,-16775462,11.78131511706069,nan,-,-,-,-,-,"[50, 20, 15]",-
239,9.56,-16775538,26.497124208968494,nan,-,-,-,-,-,"[50, 20, 15]",-
240,9.6,-16775477,17.629382228814894,nan,-,-,-,-,-,"[50, 20, 15]",-
241,9.64,-16775509,10.561488492268989,nan,-,-,-,-,-,"[50, 20, 15]",-
242,9.68,-16775547,-14.349927307923702,nan,-,-,-,-,-,"[50, 20, 15]",-
243,9.72,-16775581,-16.764260988514014,nan,-,-,-,-,-,"[50, 20, 15]",-
244,9.76,-16775588,12.256005597769065,nan,-,-,-,-,-,"[50, 20, 15]",-
245,9.8,-16775553,-3.3398464000139834,nan,-,-,-,-,-,"[50, 20, 15]",-
246,9.84,-16775580,15.267030116541378,nan,-,-,-,-,-,"[50, 20, 15]",-
247,9.88,-16775377,0.26341654470020615,nan,-,-,-,-,-,"[50, 20, 15]",-
248,9.92,-16775486,-19.614739959872452,nan,-,-,-,-,-,"[50, 20, 15]",-
249,9.96,-16775524,-18.895295489076922,nan,-,-,-,-,-,"[50, 20, 15]",-
250,10.0,-16775467,-26.41649439216753,nan,-,-,-,-,-,"[50, 20, 15]",-
251,10.04,-16775458,-4.807627915247961,nan,-,-,-,-,-,"[50, 20, 15]",-
252,10.08,-16775510,-19.10442711400075,nan,-,-,-,-,-,"[50, 20, 15]",-
253,10.12,-16775486,-12.612347458658137,nan,-,-,-,-,-,"[50, 20, 15]",-
254,10.16,-16775503,2.463427864991879,nan,-,-,-,-,-,"[50, 20, 15]",-
255,10.2,-16775548,8.782338698083576,nan,-,-,-,-,-,"[50, 20, 15]",-
256,10.24,-16775547,15.404766238646241,nan,-,-,-,-,-,"[50, 20, 15]",-
257,10.28,-16775391,11.99517634575226,nan,-,-,-,-,-,"[50, 20, 15]",-
258,10.32,-16775411,27.81689019336172,nan,-,-,-,-,-,"[50, 20, 15]",-
259,10.36,-16775505,-26.68940077562181,nan,-,-,-,-,-,"[50, 20, 15]",-
260,10.4,-16775433,-5.39689791487106,nan,-,-,-,-,-,"[50, 20, 15]",-
261,10.44,-16775483,12.03431968886335,nan,-,-,-,-,-,"[50, 20, 15]",-
262,10.48,-16775555,1.8767315729744207,nan,-,-,-,-,-,"[50, 20, 15]",-
263,10.52,-16775523,-6.312122337909979,nan,-,-,-,-,-,"[50, 20, 15]",-
264,10.56,-16775467,3.5926797378874324,nan,-,-,-,-,-,"[50, 20, 15]",-
265,10.6,-16775530,2.7598596763474994,nan,-,-,-,-,-,"[50, 20, 15]",-
266,10.64,-16775435,-0.325510288586611,nan,-,-,-,-,-,"[50, 20, 15]",-
267,10.68,-16775503,12.406149576387245,nan,-,-,-,-,-,"[50, 20, 15]",-
268,10.72,-16775578,21.37189922483813,nan,-,-,-,-,-,"[50, 20, 15]",-
269,10.76,-16775630,-7.811192848213961,nan,-,-,-,-,-,"[50, 20, 15]",-
270,10.8,-16775636,-10.07469347397077,nan,-,-,-,-,-,"[50, 20, 15]",-
271,10.84,-16775617,3.61677128511851,nan,-,-,-,-,-,"[50, 20, 15]",-
272,10.88,-16775602,-15.693938683204557,nan,-,-,-,-,-,"[50, 20, 15]",-
273,10.92,-16775537,-14.03609957438653,nan,-,-,-,-,-,"[50, 20, 15]",-
274,10.96,-16775553,0.3733887204585795,nan,-,-,-,-,-,"[50, 20, 15]",-
275,11.0,-16775451,-9.235245708680553,nan,-,-,-,-,-,"[50, 20, 15]",-
276,11.04,-16775375,-25.833996249660935,nan,-,-,-,-,-,"[50, 20, 15]",-
277,11.08,-16775513,-9.022486793498155,nan,-,-,-,-,-,"[50, 20, 15]",-
278,11.12,-16775487,-32.383205276024896,nan,-,-,-,-,-,"[50, 20, 15]",-
279,11.16,-16775503,-23.945364488955054,nan,-,-,-,-,-,"[50, 20, 15]",-
280,11.2,-16775548,-6.114556052949613,nan,-,-,-,-,-,"[50, 20, 15]",-
281,11.24,-16775588,10.857973999812145,nan,-,-,-,-,-,"[50, 20, 15]",-
282,11.28,-16775540,17.671683780767186,nan,-,-,-,-,-,"[50, 20, 15]",-
283,11.32,-16775476,29.059118134233035,nan,-,-,-,-,-,"[50, 20, 15]",-
284,11.36,-16775421,-63.646590929783606,nan,-,-,-,-,-,"[50, 20, 15]",-
285,11.4,-16775540,16.562769890773165,nan,-,-,-,-,-,"[50, 20, 15]",-
286,11.44,-16775527,-22.524408000746867,nan,-,-,-,-,-,"[50, 20, 15]",-
287,11.48,-16775471,14.22231506540195,nan,-,-,-,-,-,"[50, 20, 15]",-
288,11.52,-16775597,-28.715088421498553,nan,-,-,-,-,-,"[50, 20, 15]",-
289,11.56,-16775593,6.854611138778655,nan,-,-,-,-,-,"[50, 20, 15]",-
290,11.6,-16775607,-4.336507817282458,nan,-,-,-,-,-,"[50, 20, 15]",-
291,11.64,-16775519,-8.117200882918572,nan,-,-,-,-,-,"[50, 20, 15]",-
292,11.68,-16775416,-4.201493883494578,nan,-,-,-,-,-,"[50, 20, 15]",-
293,11.72,-16775456,15.325518465706216,nan,-,-,-,-,-,"[50, 20, 15]",-
294,11.76,-16775418,1.0151657618203416,nan,-,-,-,-,-,"[50, 20, 15]",-
295,11.8,-16775501,-11.16978676313455,nan,-,-,-,-,-,"[50, 20, 15]",-
296,11.84,-16775450,-38.235817187193184,nan,-,-,-,-,-,"[50, 20, 15]",-
297,11.88,-16775528,2.713137851223091,nan,-,-,-,-,-,"[50, 20, 15]",-
298,11.92,-16775444,-6.953372541796284,nan,-,-,-,-,-,"[50, 20, 15]",-
299,11.96,-16775514,-18.06592571095987,nan,-,-,-,-,-,"[50, 20, 15]",-
301,12.04,-16775608,39.0269812683746,nan,-,-,-,-,-,"[50, 20, 15]",-
302,12.08,-16775548,45.65947284420196,nan,-,-,-,-,-,"[50, 20, 15]",-
303,12.12,-16775603,28.40508455078647,nan,-,-,-,-,-,"[50, 20, 15]",-
304,12.16,-16775639,86.78961103263843,nan,-,-,-,-,-,"[50, 20, 15]",-
305,12.2,-16775439,-18.23196387143146,nan,-,-,-,-,-,"[50, 20, 15]",-
306,12.24,-16775456,-20.02953787020295,nan,-,-,-,-,-,"[50, 20, 15]",-
307,12.28,-16775497,-12.421482084052489,nan,-,-,-,-,-,"[50, 20, 15]",-
