muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma
1,0.04,-1128350,-1762.451909617197,nan,-,-,-,-,-
2,0.08,-1127344,-1508.0374197574547,nan,-,-,-,-,-
3,0.12,-1129839,-844.752809888831,nan,-,-,-,-,-
4,0.16,-1133948,-55.22512545054133,nan,-,-,-,-,-
5,0.2,-1138792,668.919677214767,nan,-,-,-,-,-
6,0.24,-1140962,1209.4962532854615,nan,-,-,-,-,-
7,0.28,-1138472,1585.3549543924346,nan,-,-,-,-,-
8,0.32,-1141905,2192.609058194861,nan,-,-,-,-,-
9,0.36,-1142662,2646.1625550813105,nan,-,-,-,-,-
10,0.4,-1145397,2728.6185520654753,nan,-,-,-,-,-
11,0.44,-1146613,1927.7808814296832,nan,-,-,-,-,-
12,0.48,-1148491,391.41844283224737,nan,-,-,-,-,-
13,0.52,-1147579,-1287.829602815448,nan,-,-,-,-,-
14,0.56,-1147718,-2209.7058607925105,nan,-,-,-,-,-
15,0.6,-1147748,-2187.9368224445216,nan,-,-,-,-,-
16,0.64,-1146879,-1628.75913985923,nan,-,-,-,-,-
17,0.68,-1145397,-1091.5960600147146,nan,-,-,-,-,-
18,0.72,-1134902,-1153.946110189965,nan,-,-,-,-,-
19,0.76,-1123202,-1452.0690780380864,nan,-,-,-,-,-
20,0.8,-1122147,-1297.0277313252536,nan,-,-,-,-,-
21,0.84,-1114229,-1081.2463207562723,nan,-,-,-,-,-
22,0.88,-1079472,-1494.3808438217893,nan,-,-,-,-,-
23,0.92,-870718,-7263.258325943665,nan,-,-,-,-,-
24,0.96,-736674,-10145.61259820417,nan,-,-,-,-,-
25,1.0,-762424,-6988.583941866673,nan,-,-,-,-,-
26,1.04,-797635,-2356.1586644888703,nan,-,-,-,-,-
27,1.08,-823938,2893.8553774568427,nan,-,-,-,-,-
28,1.12,-814546,7031.350882691651,nan,-,-,-,-,-
29,1.16,-813967,10890.240146887387,nan,-,-,-,-,-
30,1.2,-712093,12005.903454966083,nan,-,-,-,-,-
31,1.24,-943531,26193.556281195342,nan,-,-,-,-,-
32,1.28,-1054331,37464.819247686275,nan,-,-,-,-,-
33,1.32,-1071656,39397.287471535616,nan,-,-,-,-,-
