muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma
1,0.04,-985304,325.3855818382749,nan,-,-,-,-,-
2,0.08,-986157,-1078.770619292612,nan,-,-,-,-,-
3,0.12,-986890,-1756.6134598453807,nan,-,-,-,-,-
4,0.16,-987633,-1614.8316922136582,nan,-,-,-,-,-
5,0.2,-987456,-1146.0138865389386,nan,-,-,-,-,-
6,0.24,-985021,-906.6614518326687,nan,-,-,-,-,-
7,0.28,-980434,-1037.081007995217,nan,-,-,-,-,-
8,0.32,-968283,-1475.8285067733887,nan,-,-,-,-,-
9,0.36,-966666,-1365.0402345788825,nan,-,-,-,-,-
10,0.4,-969303,-868.3623036722647,nan,-,-,-,-,-
11,0.44,-971757,-278.99811605066066,nan,-,-,-,-,-
12,0.48,-977023,366.5817059209694,nan,-,-,-,-,-
13,0.52,-977598,799.763729640762,nan,-,-,-,-,-
14,0.56,-976711,1169.5139190106365,nan,-,-,-,-,-
15,0.6,-977058,1620.2451891549654,nan,-,-,-,-,-
16,0.64,-979122,2127.517039573101,nan,-,-,-,-,-
17,0.68,-982179,2413.0464134892964,nan,-,-,-,-,-
18,0.72,-983636,2010.622392834559,nan,-,-,-,-,-
19,0.76,-985673,869.6300887827701,nan,-,-,-,-,-
20,0.8,-985684,-636.2103664446877,nan,-,-,-,-,-
21,0.84,-986803,-1642.4014222996652,nan,-,-,-,-,-
22,0.88,-987653,-1786.4772533817777,nan,-,-,-,-,-
23,0.92,-988202,-1319.4937653963614,nan,-,-,-,-,-
24,0.96,-986289,-887.8931896937866,nan,-,-,-,-,-
25,1.0,-981866,-870.7668612717898,nan,-,-,-,-,-
26,1.04,-970865,-1325.6969043784957,nan,-,-,-,-,-
27,1.08,-966829,-1472.6544231328262,nan,-,-,-,-,-
28,1.12,-968580,-1115.872584853163,nan,-,-,-,-,-
29,1.16,-972320,-441.3148374317175,nan,-,-,-,-,-
30,1.2,-976039,257.95674417736427,nan,-,-,-,-,-
31,1.24,-976905,738.1773322842419,nan,-,-,-,-,-
32,1.28,-977875,1127.1715385807192,nan,-,-,-,-,-
33,1.32,-976928,1497.6317562267186,nan,-,-,-,-,-
34,1.36,-979285,2048.44802235098,nan,-,-,-,-,-
35,1.4,-981730,2432.5427991626293,nan,-,-,-,-,-
36,1.44,-982785,2175.015821711419,nan,-,-,-,-,-
37,1.48,-984697,1144.6500639719607,nan,-,-,-,-,-
38,1.52,-985412,-344.373306348808,nan,-,-,-,-,-
39,1.56,-986156,-1485.320670658934,nan,-,-,-,-,-
40,1.6,-987117,-1777.3322909412527,nan,-,-,-,-,-
41,1.64,-987361,-1415.9952495922134,nan,-,-,-,-,-
42,1.68,-987153,-940.890975809562,nan,-,-,-,-,-
43,1.72,-982887,-858.4145498684957,nan,-,-,-,-,-
44,1.76,-973490,-1184.9045827539303,nan,-,-,-,-,-
45,1.8,-968502,-1343.186025970812,nan,-,-,-,-,-
46,1.84,-968529,-1105.5654468386347,nan,-,-,-,-,-
47,1.88,-971195,-568.463365072248,nan,-,-,-,-,-
48,1.92,-974402,40.76999926672988,nan,-,-,-,-,-
49,1.96,-978134,596.9381579355195,nan,-,-,-,-,-
50,2.0,-976362,906.1123356101216,nan,-,-,-,-,-
51,2.04,-976643,1302.881545047902,nan,-,-,-,-,-
52,2.08,-978657,1825.0375686319394,nan,-,-,-,-,-
53,2.12,-981561,2279.609821021215,nan,-,-,-,-,-
54,2.16,-982223,2189.797800281316,nan,-,-,-,-,-
55,2.2,-983462,1380.4512484140332,nan,-,-,-,-,-
56,2.24,-985007,67.00349313465176,nan,-,-,-,-,-
57,2.28,-986291,-1116.6314499937257,nan,-,-,-,-,-
58,2.32,-987002,-1630.5604712528661,nan,-,-,-,-,-
59,2.36,-987728,-1439.328839930597,nan,-,-,-,-,-
60,2.4,-987094,-1022.2624995708074,nan,-,-,-,-,-
61,2.44,-985193,-824.8347785506066,nan,-,-,-,-,-
62,2.48,-973083,-1220.4538266373384,nan,-,-,-,-,-
63,2.52,-967126,-1427.7814836023135,nan,-,-,-,-,-
64,2.56,-966979,-1214.0633620968047,nan,-,-,-,-,-
65,2.6,-970093,-680.3842448305554,nan,-,-,-,-,-
66,2.64,-974072,-73.52876567304065,nan,-,-,-,-,-
67,2.68,-976983,445.8292090096911,nan,-,-,-,-,-
68,2.72,-977092,846.381874446558,nan,-,-,-,-,-
69,2.76,-976657,1275.647860933706,nan,-,-,-,-,-
70,2.8,-978276,1850.3080425584267,nan,-,-,-,-,-
71,2.84,-980099,2364.6907410048825,nan,-,-,-,-,-
72,2.88,-984051,2487.565145411416,nan,-,-,-,-,-
73,2.92,-984673,1680.9026870222087,nan,-,-,-,-,-
74,2.96,-984969,198.00095208037783,nan,-,-,-,-,-
75,3.0,-986343,-1187.5967152921057,64,64.0,-,-,-,-
76,3.04,-988406,-1795.1609153085797,64,-,-,-,-,-
77,3.08,-987216,-1674.6201985422806,64,-,-,-,-,-
78,3.12,-986062,-1197.7152752157199,64,-,-,-,-,-
79,3.16,-974906,-1200.8761067911582,64,-,-,-,-,-
80,3.2,-967225,-1392.3439212735811,64,-,-,-,-,-
81,3.24,-967958,-1377.5016164562803,64,-,-,-,-,-
82,3.28,-970021,-1085.4076331896017,64,-,-,-,-,-
83,3.32,-973473,-458.05868217415264,64,-,-,-,-,-
84,3.36,-975726,215.88499278885502,64,-,-,-,-,-
85,3.4,-976473,731.9644501988605,64,-,-,-,-,-
86,3.44,-975746,1136.5756453349304,64,-,-,-,-,-
87,3.48,-977814,1726.8877951227942,64,-,-,-,-,-
88,3.52,-979623,2331.8359722124405,64,-,-,-,-,-
89,3.56,-982108,2549.0989340967108,64,-,-,-,-,-
90,3.6,-983502,1891.8369534032277,64,-,-,-,-,-
91,3.64,-985864,542.5418232880902,64,-,-,-,-,-
92,3.68,-986352,-870.910466234978,64,-,-,-,-,-
93,3.72,-986810,-1587.5157115981374,64,-,-,-,-,-
94,3.76,-988269,-1485.4068351865599,64,-,-,-,-,-
95,3.8,-986789,-1137.4779784309267,64,-,-,-,-,-
96,3.84,-986748,-872.118113840058,64,-,-,-,-,-
97,3.88,-978668,-1121.0292483442108,64,-,-,-,-,-
98,3.92,-969572,-1467.4327646962029,64,-,-,-,-,-
99,3.96,-966973,-1425.90812460688,64,-,-,-,-,-
100,4.0,-969279,-973.2146647297759,64,-,-,-,-,-
101,4.04,-972039,-348.8893349708783,64,-,-,-,-,-
102,4.08,-974265,272.08301455124956,64,-,-,-,-,-
103,4.12,-975920,802.2705799170881,64,-,-,-,-,-
104,4.16,-974366,1172.4821222505175,64,-,-,-,-,-
105,4.2,-976726,1690.3875786702138,64,-,-,-,-,-
106,4.24,-979200,2220.111509179089,64,-,-,-,-,-
