muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma
1,0.04,-1220924,-1573.379385195376,nan,-,-,-,-,-
2,0.08,-1209516,-1808.431376071996,nan,-,-,-,-,-
3,0.12,-1206963,-1816.4091070720842,nan,-,-,-,-,-
4,0.16,-1209381,-1415.0349614118759,nan,-,-,-,-,-
5,0.2,-1214027,-651.2741812963011,nan,-,-,-,-,-
6,0.24,-1217380,166.0192981154314,nan,-,-,-,-,-
7,0.28,-1218836,843.8645384433203,nan,-,-,-,-,-
8,0.32,-1218651,1381.4053188350863,nan,-,-,-,-,-
9,0.36,-1220441,1995.834658287862,nan,-,-,-,-,-
10,0.4,-1223576,2673.4082224749045,nan,-,-,-,-,-
11,0.44,-1226865,3061.5717909463165,nan,-,-,-,-,-
12,0.48,-1228230,2570.4727126228,nan,-,-,-,-,-
13,0.52,-1230069,1128.0568938665765,nan,-,-,-,-,-
14,0.56,-1231046,-682.5872919331143,nan,-,-,-,-,-
15,0.6,-1231753,-1895.770555755011,nan,-,-,-,-,-
16,0.64,-1231275,-2126.302800117689,nan,-,-,-,-,-
17,0.68,-1230657,-1710.5585849734898,nan,-,-,-,-,-
18,0.72,-1224818,-1451.048588529322,nan,-,-,-,-,-
19,0.76,-1210653,-1745.1991332206744,nan,-,-,-,-,-
20,0.8,-1206479,-1829.2017951231574,nan,-,-,-,-,-
21,0.84,-1208959,-1487.8561196277715,nan,-,-,-,-,-
22,0.88,-1212824,-785.5418173911196,nan,-,-,-,-,-
23,0.92,-1218030,109.8468155105993,nan,-,-,-,-,-
24,0.96,-1218376,784.6550593461661,nan,-,-,-,-,-
25,1.0,-1218976,1345.7232856465807,nan,-,-,-,-,-
26,1.04,-1221824,1951.1595868393833,nan,-,-,-,-,-
27,1.08,-1225568,2607.347543638435,nan,-,-,-,-,-
28,1.12,-1227943,3012.6100283050755,nan,-,-,-,-,-
29,1.16,-1230384,2719.6083914209266,nan,-,-,-,-,-
30,1.2,-1231718,1411.5625253333847,nan,-,-,-,-,-
31,1.24,-1232206,-450.99545708042274,nan,-,-,-,-,-
32,1.28,-1231980,-1904.8336947300581,nan,-,-,-,-,-
33,1.32,-1230812,-2359.83843771155,nan,-,-,-,-,-
34,1.36,-1226841,-2119.8549862512755,nan,-,-,-,-,-
35,1.4,-1211679,-2110.4662245407962,nan,-,-,-,-,-
36,1.44,-1206736,-1998.944313336744,nan,-,-,-,-,-
37,1.48,-1206912,-1791.1880703691259,nan,-,-,-,-,-
38,1.52,-1213045,-1158.0772887955795,nan,-,-,-,-,-
39,1.56,-1216574,-320.84656289849045,nan,-,-,-,-,-
40,1.6,-1218618,556.198075149171,nan,-,-,-,-,-
41,1.64,-1218884,1277.4873227513199,nan,-,-,-,-,-
42,1.68,-1219576,1906.7740206729586,nan,-,-,-,-,-
43,1.72,-1223595,2601.0744219551725,nan,-,-,-,-,-
44,1.76,-1225508,3044.1719338224266,nan,-,-,-,-,-
45,1.8,-1228233,2882.1470454493547,nan,-,-,-,-,-
46,1.84,-1230204,1712.9073149027108,nan,-,-,-,-,-
47,1.88,-1229326,-197.05587651396058,nan,-,-,-,-,-
48,1.92,-1231310,-1714.4381470028825,nan,-,-,-,-,-
49,1.96,-1231527,-2262.603098996401,nan,-,-,-,-,-
50,2.0,-1231717,-1913.1928716701245,nan,-,-,-,-,-
51,2.04,-1227997,-1475.856523348155,nan,-,-,-,-,-
52,2.08,-1214177,-1640.8354195332413,nan,-,-,-,-,-
53,2.12,-1207041,-1810.3978954659942,nan,-,-,-,-,-
54,2.16,-1207042,-1621.332993962771,nan,-,-,-,-,-
55,2.2,-1212906,-920.3128828683759,nan,-,-,-,-,-
56,2.24,-1217609,-50.160343389666195,nan,-,-,-,-,-
57,2.28,-1218846,660.7753276732819,nan,-,-,-,-,-
58,2.32,-1217099,1102.0223127661097,nan,-,-,-,-,-
59,2.36,-1221074,1664.5467375830603,nan,-,-,-,-,-
60,2.4,-1223563,2284.490221266734,nan,-,-,-,-,-
61,2.44,-1227115,2917.19868396112,nan,-,-,-,-,-
62,2.48,-1228832,2936.3658607800917,nan,-,-,-,-,-
63,2.52,-1229657,1891.2877422485822,nan,-,-,-,-,-
64,2.56,-1232257,110.21769034364706,nan,-,-,-,-,-
65,2.6,-1231685,-1591.4511207831367,nan,-,-,-,-,-
66,2.64,-1232247,-2235.361377121259,nan,-,-,-,-,-
67,2.68,-1227141,-2097.4110195071526,nan,-,-,-,-,-
68,2.72,-1211903,-2039.8142770833565,nan,-,-,-,-,-
69,2.76,-1207573,-1909.428412533187,nan,-,-,-,-,-
70,2.8,-1207618,-1805.0259252188735,nan,-,-,-,-,-
71,2.84,-1212532,-1327.764177071962,nan,-,-,-,-,-
72,2.88,-1216877,-538.8776516145708,nan,-,-,-,-,-
73,2.92,-1219093,296.223021950972,nan,-,-,-,-,-
74,2.96,-1218640,960.475269486692,nan,-,-,-,-,-
75,3.0,-1219277,1610.7626193472652,57,57.0,-,-,-,-
76,3.04,-1225940,2502.2448391187445,57,-,-,-,-,-
77,3.08,-1227255,3076.6030674686463,57,-,-,-,-,-
78,3.12,-1229013,2983.566272111457,57,-,-,-,-,-
79,3.16,-1230305,1815.3120568941417,57,-,-,-,-,-
80,3.2,-1230840,-64.5708032255452,57,-,-,-,-,-
81,3.24,-1232574,-1611.1207432416645,57,-,-,-,-,-
82,3.28,-1231960,-2217.533613053829,57,-,-,-,-,-
83,3.32,-1231232,-1943.7786529075897,57,-,-,-,-,-
84,3.36,-1220099,-1793.3097268493166,57,-,-,-,-,-
85,3.4,-1209420,-1885.2607117064636,57,-,-,-,-,-
86,3.44,-1207305,-1852.5913663737847,57,-,-,-,-,-
87,3.48,-1211281,-1398.2500418698996,57,-,-,-,-,-
88,3.52,-1217428,-532.5189422811131,57,-,-,-,-,-
89,3.56,-1220038,312.36417326743594,57,-,-,-,-,-
90,3.6,-1217686,838.734289722353,57,-,-,-,-,-
91,3.64,-1221148,1421.2077186824472,57,-,-,-,-,-
92,3.68,-1225022,2075.0836149015313,57,-,-,-,-,-
93,3.72,-1226793,2716.150064780748,57,-,-,-,-,-
94,3.76,-1229811,3042.2909440983576,57,-,-,-,-,-
95,3.8,-1230807,2388.757296495899,57,-,-,-,-,-
96,3.84,-1232374,785.1144993920834,57,-,-,-,-,-
97,3.88,-1232009,-1081.389675238489,57,-,-,-,-,-
98,3.92,-1231851,-2151.2810317653853,57,-,-,-,-,-
99,3.96,-1228932,-2230.307369987542,57,-,-,-,-,-
100,4.0,-1216327,-2102.517168569826,57,-,-,-,-,-
101,4.04,-1207901,-1980.9811226507863,57,-,-,-,-,-
102,4.08,-1207218,-1832.667042709645,57,-,-,-,-,-
103,4.12,-1211633,-1399.149701692318,57,-,-,-,-,-
104,4.16,-1216757,-628.0226042487402,57,-,-,-,-,-
105,4.2,-1218940,214.04218427403976,57,-,-,-,-,-
106,4.24,-1218410,914.6076429484738,57,-,-,-,-,-
107,4.28,-1218033,1525.065163814555,57,-,-,-,-,-
108,4.32,-1221797,2251.1899315940955,57,-,-,-,-,-
109,4.36,-1225707,2885.1709072583144,57,-,-,-,-,-
110,4.4,-1228506,2984.8144712637577,57,-,-,-,-,-
111,4.44,-1229090,2075.6464104643783,57,-,-,-,-,-
112,4.48,-1230684,387.47387794478345,57,-,-,-,-,-
113,4.52,-1231891,-1287.2996277228744,57,-,-,-,-,-
114,4.56,-1231960,-2106.700478126645,57,-,-,-,-,-
