muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento,alarma,limites_alarma,descripcion_alarma
192,7.68,-16775499,20.03186262817015,nan,-,-,-,-,-,"[50, 20, 15]",-
193,7.72,-16775540,-20.844934609349764,nan,-,-,-,-,-,"[50, 20, 15]",-
194,7.76,-16775425,-25.312706226526,nan,-,-,-,-,-,"[50, 20, 15]",-
195,7.8,-16775442,13.19837826237897,nan,-,-,-,-,-,"[50, 20, 15]",-
196,7.84,-16775364,-50.75899097021822,nan,-,-,-,-,-,"[50, 20, 15]",-
197,7.88,-16775401,-32.23180355372623,nan,-,-,-,-,-,"[50, 20, 15]",-
198,7.92,-16775456,-3.896889595994148,nan,-,-,-,-,-,"[50, 20, 15]",-
199,7.96,-16775526,2.6055774742410662,nan,-,-,-,-,-,"[50, 20, 15]",-
200,8.0,-16775520,4.853973341370583,nan,-,-,-,-,-,"[50, 20, 15]",-
201,8.04,-16775484,-10.557335076417793,nan,-,-,-,-,-,"[50, 20, 15]",-
202,8.08,-16775503,33.6904433469194,nan,-,-,-,-,-,"[50, 20, 15]",-
203,8.12,-16775532,23.50809038835685,nan,-,-,-,-,-,"[50, 20, 15]",-
204,8.16,-16775598,14.682845933173201,nan,-,-,-,-,-,"[50, 20, 15]",-
205,8.2,-16775546,35.79093019991817,nan,-,-,-,-,-,"[50, 20, 15]",-
206,8.24,-16775485,-5.733996280112834,nan,-,-,-,-,-,"[50, 20, 15]",-
207,8.28,-16775487,-5.686605766040742,nan,-,-,-,-,-,"[50, 20, 15]",-
208,8.32,-16775519,-34.824864269116844,nan,-,-,-,-,-,"[50, 20, 15]",-
209,8.36,-16775462,-39.107903069316144,nan,-,-,-,-,-,"[50, 20, 15]",-
210,8.4,-16775469,-27.818279154089335,nan,-,-,-,-,-,"[50, 20, 15]",-
211,8.44,-16775507,-3.292326725344571,nan,-,-,-,-,-,"[50, 20, 15]",-
212,8.48,-16775516,-2.015264818279027,nan,-,-,-,-,-,"[50, 20, 15]",-
213,8.52,-16775479,-16.218780114791414,nan,-,-,-,-,-,"[50, 20, 15]",-
214,8.56,-16775452,-13.358029495646875,nan,-,-,-,-,-,"[50, 20, 15]",-
215,8.6,-16775349,-7.203465514245644,nan,-,-,-,-,-,"[50, 20, 15]",-
216,8.64,-16775414,20.955103227659347,nan,-,-,-,-,-,"[50, 20, 15]",-
217,8.68,-16775451,16.67682567872337,nan,-,-,-,-,-,"[50, 20, 15]",-
